'id','coverage','number_of_frames','scanned','medium','print_type','physical_location','remarks','created','last_modified','collection_id','frame_size_id','scale_id'
'3a0ddc33-ffd8-488b-b6e4-494f4d5aff5c','Partial',207,0,'Print','B&W','FC09E','Mathis.  Contains rolls 1-8.
Lake Corpus Christi.  Contains rolls 1-8.','2018-02-07 16:09:31.101719+00','2018-02-07 16:09:31.101713+00','1ce5ea6f-7d0e-4426-9955-f0a33bf80b28','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'8abf4661-f309-49b9-8c5b-d50af2d5c2a5','Partial',10,0,'Print','B&W','FC09E','Contains portions of rolls 1-3. PORTLAND','2018-02-07 16:09:31.101719+00','2018-02-07 16:09:31.101713+00','1ce5ea6f-7d0e-4426-9955-f0a33bf80b28','a3b9aa31-af6d-4052-8f73-552545a13e09','d19a0101-e934-493f-99a7-24edafb1f174'
'55655a63-8f0a-42fd-94b2-7108b16f0f33','Partial',44,0,'Print','B&W','FC09E','Contains portions of rolls 1-3. TAFT','2018-02-07 16:09:31.101719+00','2018-02-07 16:09:31.101713+00','1ce5ea6f-7d0e-4426-9955-f0a33bf80b28','a3b9aa31-af6d-4052-8f73-552545a13e09','d19a0101-e934-493f-99a7-24edafb1f174'
'fad942d7-a473-4b19-b5a8-9aab76b4c868','Partial',195,0,'Print','B&W','FC 11G','Contains portions of rolls 1-4.','2018-02-07 16:09:32.681829+00','2018-02-07 16:09:32.68181+00','f81027de-49c9-4f54-b7e1-cc18a235a44f','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'6a30f02c-efac-464b-b4fc-1a3fbe57f022','Partial',641,0,'Print','B&W','FC21F','Contains portions of rolls 1-5.
Contains portions of rolls 1-5.
Contains portions of rolls 1-5.','2018-02-07 16:09:39.77091+00','2018-06-07 16:21:17.670151+00','add0f93d-7635-47a3-a4b7-b7b823d087a8','a3b9aa31-af6d-4052-8f73-552545a13e09','383bb4f2-7807-4f48-8487-c1dee98065b2'
'7a297cc8-ef02-445c-abb3-1f0445e1b818','Partial',175,0,'Print','B&W','FC45D','','2018-02-07 16:09:33.289204+00','2018-02-07 16:09:33.289188+00','404a3a6c-c3a9-48bf-8d5b-01d065c74b9e','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'6691d94f-07f5-40b3-ae35-ff7e1b7fd2a6','Partial',250,0,'Print','B&W','FC45D','South of Beaumont','2018-02-07 16:09:33.289204+00','2018-02-07 16:09:33.289188+00','404a3a6c-c3a9-48bf-8d5b-01d065c74b9e','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'f39804b6-6f7a-4593-b978-3a34f0529dc6','Partial',146,0,'Print','B&W','FC23H','Canyon Lake','2018-02-07 16:09:34.707555+00','2018-02-07 16:09:34.70755+00','48eeaccd-d3af-492d-9504-eda7f5f28e79','a3b9aa31-af6d-4052-8f73-552545a13e09','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'91bc4abe-c7d9-4f09-92f2-ec719b83a3d9','Partial',96,0,'Print','B&W','FC24H','','2018-02-07 16:09:36.643914+00','2018-02-07 16:09:36.643908+00','6713f22e-fff8-4f5a-9470-65918f2aef4c','a3b9aa31-af6d-4052-8f73-552545a13e09','8a380674-d2f9-4762-b4c6-b8cd092a1d59'
'3fb57acf-641a-4509-b1d9-c35369786282','Partial',77,0,'Print','B&W','Harrison','','2018-02-07 16:09:27.184839+00','2018-04-07 16:46:41.381872+00','d33fac57-c93c-46b8-ad60-13efdee3ad77','e02065f0-62c4-492c-ae83-7f94868bbb71','037cacd3-584d-4571-adc9-f329f959d251'
'242caf06-f485-4d1b-a4f7-3b87e92d9dee','Partial',45,0,'Print','B&W','Kerr','','2018-02-07 16:09:25.428815+00','2018-04-07 19:08:41.682113+00','f84bf080-de8f-4e35-97dd-96a6ade08a86','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'b192ab43-49d8-43b4-8574-46c0ee9bae64','Partial',107,0,'Print','B&W','Galveston','Contains portions of rolls 2T - 8T & 12T -15T','2018-02-07 16:09:21.676706+00','2018-04-07 19:54:14.004798+00','0973e20d-fe45-4397-ac52-5018fefdee27','e02065f0-62c4-492c-ae83-7f94868bbb71','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'ab9e7a75-a19a-48fd-bb81-ff151d0c0e7e','Partial',101,0,'Print','B&W','El Paso','Contains rolls 1-15.','2018-02-07 16:09:29.399151+00','2018-04-07 19:57:50.654241+00','f165b12f-3413-4921-ab2e-c37adb07ec3f','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'aba5bebd-b7ea-471c-9f4a-e6688a4984fb','Partial',219,0,'Print','B&W','Bexar','Contains rolls 1-17.','2018-02-07 16:09:23.972275+00','2018-04-07 20:12:05.684547+00','0eb32dfa-8956-4d9a-a92f-3845ba2faf41','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'ca4f837c-92e0-4401-96a7-72ad34904a9f','Partial',0,0,'Print','B&W','Brazos','','2018-04-07 22:00:17.908146+00','2018-04-07 22:00:17.908167+00','49a6c1ff-dca3-4a73-8121-45af5f431679','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'10c2114e-0825-40fa-b453-83103b79e1cf','Partial',31,0,'Print','B&W','FC317D','Roll 3: 1-31
Roll 3: 1-31','2018-02-07 16:09:22.454108+00','2018-06-07 21:29:58.888027+00','cf211204-4f93-4295-b85d-4e3a9abc556c','a3b9aa31-af6d-4052-8f73-552545a13e09','f104920c-59a7-49d0-957a-5cc7451a2345'
'5d3aa9f9-50ec-4ae2-8dde-09ce017cbf02','Partial',31,0,'Print','B&W','FC17D','Roll 3: 1-31
Roll 3: 1-31','2018-02-07 16:09:22.454108+00','2018-06-07 21:29:58.889782+00','cf211204-4f93-4295-b85d-4e3a9abc556c','a3b9aa31-af6d-4052-8f73-552545a13e09','f104920c-59a7-49d0-957a-5cc7451a2345'
'64088047-c0f9-4b21-be8a-223674dfb7bd','Partial',287,0,'Print','B&W','FC46B','','2018-02-07 16:09:28.096395+00','2018-06-07 21:39:51.227525+00','c3916a94-1214-4b2e-8e2e-b2ccff1b73ae','a3b9aa31-af6d-4052-8f73-552545a13e09','be8592cf-a4f3-4dc8-88d1-cc0e80de43f7'
'c2fa038a-810d-4546-9440-32af6980080d','Partial',2,0,'Print','B&W','FC35E','Van Vleck.  2-13-334 and 335; no index found','2018-02-07 16:09:40.660008+00','2018-02-07 16:09:40.660002+00','e2dcaed5-11ae-4792-8b18-430952ff6b7f','a3b9aa31-af6d-4052-8f73-552545a13e09','03da43d4-0d58-418b-a348-d8dc70ac4167'
'34092ba3-0178-468f-b30e-193dd05371d8','Partial',11,0,'Print','B&W','FC35E','','2018-02-07 16:09:40.660008+00','2018-02-07 16:09:40.660002+00','e2dcaed5-11ae-4792-8b18-430952ff6b7f','a3b9aa31-af6d-4052-8f73-552545a13e09','03da43d4-0d58-418b-a348-d8dc70ac4167'
'dd90bd49-4b4f-45c8-b22f-420d7646cb24','Partial',2,0,'Print','B&W','FC35F','Roll 2: 8 & 9.','2018-02-07 16:09:40.660008+00','2018-02-07 16:09:40.660002+00','e2dcaed5-11ae-4792-8b18-430952ff6b7f','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'7ad41e1b-767d-416f-9d80-0225224521e3','Partial',8,0,'Print','B&W','FC 35E','','2018-02-07 16:09:40.660008+00','2018-02-07 16:09:40.660002+00','e2dcaed5-11ae-4792-8b18-430952ff6b7f','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'05fbdde5-bd8d-4f24-8cf9-c0d34bb0a867','Partial',36,0,'Print','B&W','FC35E','186-192','2018-02-07 16:09:40.660008+00','2018-02-07 16:09:40.660002+00','e2dcaed5-11ae-4792-8b18-430952ff6b7f','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'b05cbd56-d3b0-4de7-be7a-3a39a8a5c0ed','Partial',263,0,'Print','B&W','FC24C','','2018-02-07 16:09:40.660008+00','2018-02-07 16:09:40.660002+00','e2dcaed5-11ae-4792-8b18-430952ff6b7f','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'182f2430-012d-4742-a777-a243ec924a95','Partial',51,0,'Print','B&W','FC40E','LAVACA DELTA-VARIOUS ALTITUDES','2018-02-07 16:09:42.518804+00','2018-02-07 16:09:42.518799+00','4603fd25-f206-457f-9017-ef83642a2f09','a3b9aa31-af6d-4052-8f73-552545a13e09','7af24733-e9f0-4ef9-9b16-16300c948f6b'
'a593b4c9-4739-4405-91c2-15459e785989','Partial',12,0,'Print','B&W','FC35E','1-162','2018-02-07 16:09:43.082156+00','2018-02-07 16:09:43.08214+00','2a3d35e9-ceb5-49f7-ba98-29dd0b763b95','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'5525e75c-bd57-497b-b5ef-a8b78c2db4d2','Partial',112,0,'Print','B&W','FC06E','City of Munday & Knox;  Contains roll1.','2018-02-07 16:09:43.082156+00','2018-02-07 16:09:43.08214+00','2a3d35e9-ceb5-49f7-ba98-29dd0b763b95','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'747c9fe6-147b-46e3-a0dd-37af2157727e','Partial',4,0,'Print','B&W','PR','','2018-02-07 16:09:43.767923+00','2018-02-07 16:09:43.767905+00','7be98dc6-c836-4a6e-93c0-565b943728be','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'bfaede1b-3b7d-47db-933a-efb454f4f383','Partial',0,0,'Print','B&W','Victoria','','2018-02-07 16:09:46.436387+00','2018-04-07 18:22:30.962983+00','c67e5a8d-7160-4872-9435-f207856d9326','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'ded39a7f-99ff-414d-b27f-07eb4c531727','Partial',243,0,'Print','B&W','FC 30C','','2018-02-07 16:09:44.094569+00','2018-02-07 16:09:44.094564+00','b2622048-78b6-4b31-a865-982e9bd39d66','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'fe7f41ff-51d1-478c-9e79-79d3022f8ff3','Partial',27,0,'Print','B&W','Harris','','2018-02-07 16:09:40.660008+00','2018-04-07 23:18:20.350196+00','e2dcaed5-11ae-4792-8b18-430952ff6b7f','d33fbbee-fad3-48d2-9f85-a7f826409e79','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'6e633707-792d-417b-b425-3f72a17fb05a','Partial',136,0,'Print','B&W','FC14F','','2018-02-07 16:09:45.505774+00','2018-02-07 16:09:45.505768+00','6298f7e5-86ba-45a4-acb0-935ef20d2d0d','a3b9aa31-af6d-4052-8f73-552545a13e09','4ac4bfc5-e8fa-4a32-9fe5-b62eb092393d'
'b634d7d2-c5c8-4b20-9fa6-9f559e215b0d','Partial',6,0,'Print','B&W','Gillespie','Major cities','2018-02-07 16:10:03.268391+00','2018-04-08 00:10:12.659623+00','c9b9f1f2-7dc9-4c8f-899c-5365648433df','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'b0361455-0121-4afe-abd0-bdfb9716869c','Partial',11,0,'Print','B&W','FC10E','Deep Eddy.  A couple of the photos are partially torn. Contains portions of rolls 2
Deep Eddy.  A couple of the photos are partially torn. Contains portions of rolls 2','2018-02-07 16:09:47.082733+00','2018-02-07 16:09:47.082727+00','1ad48f62-bcf1-4d6e-ab53-3c684d6c8272','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'04b8e87e-8aa8-42f2-aebc-0417579fa34b','Partial',10,0,'Print','B&W','Knox','','2018-02-07 16:09:43.082156+00','2018-04-10 18:37:07.738495+00','2a3d35e9-ceb5-49f7-ba98-29dd0b763b95','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'84bae9b3-d5c3-489e-9b94-25a4047c9fe5','Partial',12,0,'Print','B&W','FC35E','Contains: Roll 2HH: 12','2018-02-07 16:09:47.945182+00','2018-02-07 16:09:47.945166+00','eba1df7e-a7ab-48d9-8a38-82fa81bc58e0','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'70131614-eab8-48b7-9e4e-6609a73ff854','Partial',30,0,'Print','B&W','Colorado','','2018-02-07 16:09:52.167624+00','2018-04-07 18:44:35.017506+00','6a0bf738-808c-4416-a0c4-edbe882243e5','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'24499a5b-4ea9-4d7b-a28b-1af29311dd36','Partial',0,0,'Print','B&W','31C','','2018-02-07 16:09:49.441616+00','2018-02-07 16:09:49.44161+00','19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b','a3b9aa31-af6d-4052-8f73-552545a13e09','037cacd3-584d-4571-adc9-f329f959d251'
'f9d7ec14-f336-4196-a2af-5d4e5b09303d','Partial',0,0,'Print','B&W','FC 31C','
','2018-02-07 16:09:49.441616+00','2018-02-07 16:09:49.44161+00','19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b','a3b9aa31-af6d-4052-8f73-552545a13e09','037cacd3-584d-4571-adc9-f329f959d251'
'f4a19ed6-44f8-4966-a87e-f2d39fbf5caa','Partial',150,0,'Print','B&W','31AC','','2018-02-07 16:09:49.441616+00','2018-02-07 16:09:49.44161+00','19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b','a3b9aa31-af6d-4052-8f73-552545a13e09','037cacd3-584d-4571-adc9-f329f959d251'
'3d32229b-b283-4493-a006-687248b0150b','Partial',200,0,'Print','B&W','FC','N/A','2018-02-07 16:09:49.441616+00','2018-02-07 16:09:49.44161+00','19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b','89dfd698-ae3e-4ea2-9dcf-fe1f42012910','2b35500b-f5e8-4a7f-926f-031b30adb637'
'2f995a48-cd42-42cd-91a8-20aa3cd4be09','Partial',0,0,'Print','B&W','FC 31C','Sticky','2018-02-07 16:09:49.441616+00','2018-02-07 16:09:49.44161+00','19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'608383aa-bdbc-47df-b9fc-859d75d7c845','Partial',0,0,'Print','B&W','FC46E','','2018-02-07 16:09:49.441616+00','2018-02-07 16:09:49.44161+00','19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'f9247649-67c7-42a4-82df-18be28a979ba','Partial',84,0,'Print','B&W','FC 45B','Mason City and Surronding Area','2018-02-07 16:09:49.441616+00','2018-02-07 16:09:49.44161+00','19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'59dedf67-a24f-4823-8bc9-c03649a58dd0','Partial',125,0,'Print','B&W','FC 31C','','2018-02-07 16:09:49.441616+00','2018-02-07 16:09:49.44161+00','19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'e8c021b5-3917-4f86-b82b-0b1e7cdbaf78','Partial',200,0,'Print','B&W','FC 31C','','2018-02-07 16:09:49.441616+00','2018-02-07 16:09:49.44161+00','19dc984f-f7ad-4c9a-9e45-6e3f9cff2f4b','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'203826c8-82fa-41a4-b944-2f27690cc997','Partial',100,0,'Print','B&W','Travis','','2018-04-07 22:09:48.448206+00','2018-04-10 18:48:41.92748+00','8bdd7e1f-8db8-4aff-84d0-f81148a6d385','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'f4bc02b6-9e83-47cf-b5ca-8e0313fb0c13','Partial',126,0,'Print','B&W','FC11E','Contains portions of rolls 1-3.','2018-02-07 16:09:52.167624+00','2018-02-07 16:09:52.167607+00','6a0bf738-808c-4416-a0c4-edbe882243e5','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'657376d1-e439-4cb9-a51b-748c10ed7988','Partial',67,0,'Print','B&W','FC25F','Lockhart To Seguin
Lockhart to Seguin-','2018-02-07 16:09:53.461647+00','2018-02-07 16:09:53.461642+00','003ebff6-5805-40ee-b5a2-2edf19473546','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'529abe40-10ce-4477-aa41-032980d62708','Partial',64,0,'Print','B&W','FC23F','Contains portions of rolls 1 - 4.','2018-02-07 16:09:56.047966+00','2018-02-07 16:09:56.04796+00','805de48c-f54f-4f8a-bbe4-4b48c3022745','a3b9aa31-af6d-4052-8f73-552545a13e09','8a380674-d2f9-4762-b4c6-b8cd092a1d59'
'0b9c7219-5b2c-4279-939c-31e275124414','Partial',92,0,'Print','B&W','FC16C','','2018-02-07 16:09:56.451171+00','2018-02-07 16:09:56.451165+00','7423b65a-d6bd-4d08-bb64-58f35665ec07','a3b9aa31-af6d-4052-8f73-552545a13e09','5de400ed-2c96-497a-bd64-414040cf746c'
'c789a149-aa71-489e-9c2c-b37335546d48','Partial',31,0,'Print','B&W','FC 44A','SH 288','2018-02-07 16:09:58.767901+00','2018-02-07 16:09:58.767896+00','bcdc9893-184c-4937-9fbc-13c1fa9d3970','a3b9aa31-af6d-4052-8f73-552545a13e09','5102cc5f-c078-428b-819e-244e8bd3a5c1'
'c4f03ce0-6501-4072-b7c7-384dcf41e3ca','Partial',26,0,'Print','B&W','FC04G','Roll 7: 4-14 & 64-78','2018-02-07 16:10:02.746245+00','2018-02-07 16:10:02.746239+00','d575cc81-3ee3-48a8-bcdf-be59c42feda6','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'7a7375c5-78dd-49ab-b622-f70c27a8a702','Partial',79,0,'Print','B&W','FC11F','Contains portions of rolls 1DD-3DD','2018-02-07 16:10:03.268391+00','2018-02-07 16:10:03.268374+00','c9b9f1f2-7dc9-4c8f-899c-5365648433df','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'0132a2d5-2cb9-44a4-974f-068745094382','Partial',107,0,'Print','B&W','FC12D','Contains portions of rolls 1-4.','2018-02-07 16:10:04.19611+00','2018-02-07 16:10:04.196093+00','9eced273-2440-406b-b0e0-8f14309f6da0','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'36d5a9c8-ff53-4ea9-8578-6a01cc48b53c','Partial',45,0,'Print','B&W','FC35D','PULLED1-34','2018-02-07 16:10:04.723888+00','2018-02-07 16:10:04.723882+00','b9263579-1303-4319-8365-e3c5c1177432','a3b9aa31-af6d-4052-8f73-552545a13e09','8c020819-6f10-432a-addd-aa71746480ec'
'ff5222b0-d8b2-4d3d-a896-af7f7d2a3fb2','Partial',87,0,'Print','B&W','El Paso','','2018-02-07 16:09:44.094569+00','2018-04-07 17:17:18.80756+00','b2622048-78b6-4b31-a865-982e9bd39d66','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'b1ac178d-597d-4c12-a00d-4e726577d84c','Partial',5,0,'Print','B&W','Goliad','','2018-02-07 16:09:44.897146+00','2018-04-07 22:31:31.246484+00','5192c68c-6ecd-4fc6-a8de-0c7005ec8f79','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'edf5fabe-7230-4fe9-b6e6-2b1122dd0260','Partial',865,0,'Print','B&W','FC24E','Texas Coast.  Contains rolls 1-5
Texas Coast.  Contains rolls 1-5
Texas Coast.  Contains rolls 1-5
Texas Coast.  Contains rolls 1-5','2018-02-07 16:09:54.10674+00','2018-04-10 19:00:05.722388+00','6a134ce4-bc6c-4b80-a436-7b06304ee7b4','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'23cfafb7-dbc6-4ebc-9213-613625384853','Partial',263,0,'Print','B&W','FC17D','','2018-02-07 16:09:56.934827+00','2018-04-26 18:25:52.771453+00','f565ff92-ec25-490f-9560-406995b47be1','a3b9aa31-af6d-4052-8f73-552545a13e09','d436cf4d-886b-4e26-87eb-297dc2e355a6'
'904d0134-cd54-4ccb-a4dd-8d8b408d7685','Partial',278,0,'Print','B&W','FC23D','','2018-02-07 16:09:59.655989+00','2018-06-05 15:10:55.209805+00','e6b7d2e7-5940-417a-883e-5e5afb8790cf','a3b9aa31-af6d-4052-8f73-552545a13e09','de280fa1-aebd-4108-9c09-a775ae0a9fda'
'8679d286-9049-46fb-a5d4-25fa7965622c','Partial',4,0,'Print','B&W','FC35D','','2018-02-07 16:10:04.723888+00','2018-06-05 16:33:12.548499+00','b9263579-1303-4319-8365-e3c5c1177432','a3b9aa31-af6d-4052-8f73-552545a13e09','8c020819-6f10-432a-addd-aa71746480ec'
'bd337d7c-db31-4abd-b014-8d1176c527b0','Partial',136,0,'Print','B&W','FC14F','','2018-02-07 16:09:45.505774+00','2018-06-05 16:54:30.613824+00','6298f7e5-86ba-45a4-acb0-935ef20d2d0d','a3b9aa31-af6d-4052-8f73-552545a13e09','542b401f-4ffe-44ee-9523-c99752877ba1'
'5c300da6-0653-4a5a-bd82-6e9d5d16e3b2','Partial',1,0,'Print','B&W','Camp','','2018-02-07 16:10:22.654426+00','2018-04-07 23:44:05.982369+00','bc902e93-42b3-44d7-a65b-9142800e86ff','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','9183abb8-4189-4850-9db4-62075ce2911e'
'd6dc9cf3-b689-4bba-a639-337f883ce2a2','Partial',35,0,'Print','B&W','ECTOR','1-3 thru 9
1-3 thru 9
1-3 thru 9','2018-02-07 16:10:17.313229+00','2018-06-28 12:54:06.905586+00','22f1ade2-dd35-4f41-af1d-8af7fc4b4288','a3b9aa31-af6d-4052-8f73-552545a13e09','3ed33521-d680-40bf-8811-5a0e103f81a0'
'ae53bf55-43bc-43b7-95e3-634be0170b09','Partial',21,0,'Print','B&W','FC24D','Contains portions of rolls 7 & 8.','2018-02-07 16:10:05.812237+00','2018-02-07 16:10:05.812231+00','d53a9272-6df3-4d09-9a9b-80be73723635','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'bcd19407-65cc-406b-8667-7eb47df1618d','Partial',150,0,'Print','B&W','Potter','Contains parts of Randall county','2018-02-07 16:10:05.812237+00','2018-04-10 18:35:41.171057+00','d53a9272-6df3-4d09-9a9b-80be73723635','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'5641cc78-9080-4c62-9c6d-e994980d7cfb','Partial',0,0,'Print','B&W','A5','','2018-02-07 16:10:06.820413+00','2018-02-07 16:10:06.820381+00','10a1c559-9a43-4c53-8094-9d46a0d89a85','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'7c9a2344-6e78-474f-9784-dff0156543ae','Partial',174,0,'Print','B&W','FC20H','Contains portions of rolls 1-4.
Contains portions of rolls 1-4.
Contains portions of rolls 1-4.
Contains portions of rolls 1-4.','2018-02-07 16:10:30.502096+00','2018-04-10 18:40:20.027802+00','9b66ed1e-c707-4c4b-94b9-2affe9807859','a3b9aa31-af6d-4052-8f73-552545a13e09','f104920c-59a7-49d0-957a-5cc7451a2345'
'639c8fc0-2db1-422a-b020-8fb3d2d7d464','Partial',122,0,'Print','B&W','FC03D','Contains portions of rolls 1 thru 14.','2018-02-07 16:10:08.714292+00','2018-02-07 16:10:08.714286+00','a7862ce2-de5f-4e10-96da-ab6f9931374d','a3b9aa31-af6d-4052-8f73-552545a13e09','945490d1-14e9-4417-b28f-1403593caba9'
'4a011407-3d62-4570-9970-1174efd6dbfb','Partial',260,0,'Print','B&W','Polk','Contains portions of rolls 1-3.
Contains portions of rolls 1-3.
Contains portions of rolls 1-3.
Contains portions of rolls 1-3.','2018-02-07 16:10:11.36394+00','2018-04-10 18:49:54.180689+00','bf0b9d99-7824-43cd-b7d5-3bc37f32f2ff','a3b9aa31-af6d-4052-8f73-552545a13e09','6f1fdfb9-8997-4868-863b-70b3e82adf8a'
'c1529028-8232-420f-b7cd-249eee1350ee','Partial',1,0,'Print','B&W','FC35C','Roll 275: 9','2018-02-07 16:10:10.150886+00','2018-02-07 16:10:10.150868+00','660df63e-3568-4a9d-b826-a1a173e76c4a','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'e0f957d0-e8a9-4d8a-8aed-2232e8381393','Partial',9,0,'Print','B&W','FC35C','','2018-02-07 16:10:10.150886+00','2018-02-07 16:10:10.150868+00','660df63e-3568-4a9d-b826-a1a173e76c4a','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'1ac1622d-dfac-4876-a3f5-e99809dc1a9e','Partial',77,0,'Print','B&W','FC5G','Contains portions of rolls 1 - 5.','2018-02-07 16:10:12.288104+00','2018-02-07 16:10:12.288087+00','0e0adb1c-1def-493d-8a53-04ce04e40350','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'6a8148d7-95b3-42ee-939c-a7ffdcfd92cf','Partial',4,0,'Print','B&W','FC04C','Teague','2018-02-07 16:10:12.776046+00','2018-02-07 16:10:12.776026+00','d527afe4-54e0-4819-8483-3e87531f68be','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'0399e17a-c0b6-47a9-a93b-a6b4a8659990','Partial',30,0,'Print','B&W','FC26E','Contains portions of rolls 1-3. Mineral Wells','2018-02-07 16:10:14.640426+00','2018-02-07 16:10:14.64042+00','b8a97967-5a4e-451a-90ed-eef206f1fd79','a3b9aa31-af6d-4052-8f73-552545a13e09','44227738-419c-4ea8-9974-f9a3622bf971'
'92b2f874-8dce-4851-abfb-5b66db32590b','Partial',300,0,'Print','B&W','FC44C','Contains portions of Rolls 1CC-5CC.','2018-02-07 16:10:15.330358+00','2018-02-07 16:10:15.330352+00','2174949f-a622-4bd7-9127-68c9d7d560a0','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
