'id','coverage','number_of_frames','scanned','medium','print_type','physical_location','remarks','created','last_modified','collection_id','frame_size_id','scale_id'
'648366d2-83d8-4834-898f-1d123ffe8676','Full',150,0,'Print','B&W','Ellis','Part of DFW TXDOT mission','2018-02-07 16:07:37.699226+00','2018-04-07 14:46:42.084244+00','f8b5149d-fd85-4ed2-a3f6-3a924f9bc1d4','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'93b7fad8-2726-47cf-9741-1ec5a789910e','Full',1337,0,'Print','B&W','FC25E','','2018-02-07 16:07:37.699226+00','2018-02-07 16:07:37.699221+00','f8b5149d-fd85-4ed2-a3f6-3a924f9bc1d4','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'b0dc5f9d-1f5c-48ed-9671-18d75160378b','Full',250,0,'Print','B&W','Dallas','Part of the DFW TXDOT mission','2018-02-07 16:07:37.699226+00','2018-04-07 14:59:58.886894+00','f8b5149d-fd85-4ed2-a3f6-3a924f9bc1d4','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'd8567ab4-e339-498d-9e40-325c30e902a5','Partial',150,0,'Print','B&W','Travis','Alternate frames  Contains portions of rolls 6-21.','2018-02-07 16:08:17.216744+00','2018-04-07 16:15:16.388738+00','82bf0615-17ef-4579-a815-7236e859f83f','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'a188d300-9c64-422a-9f45-c1d9aa040717','Partial',1,0,'Print','B&W','Parker','Reservoir
Collection listed by FIPS 48367','2018-04-07 17:54:38.77848+00','2018-04-07 17:54:38.7785+00','59bab0f2-915a-4c85-b890-bad6c85dd659','d33fbbee-fad3-48d2-9f85-a7f826409e79','2b35500b-f5e8-4a7f-926f-031b30adb637'
'd6915840-dbee-4a0e-8ac6-70e0726b9082','Full',321,0,'Print','B&W','FC27G','','2018-02-07 16:07:40.907815+00','2018-02-07 16:07:40.907809+00','df95bd6a-d8bd-4a54-b588-c64d16f2c32d','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'3a3bec37-6b11-4b93-ae21-96040fbe5252','Partial',120,0,'Print','B&W','Zapata','','2018-04-07 22:44:54.513555+00','2018-04-07 22:44:54.513575+00','4b5777d2-a03c-41e0-b3b5-bc9676570215','d5fd4ac4-af62-4cf6-bdad-b47d0e82d1d2','2b35500b-f5e8-4a7f-926f-031b30adb637'
'52111ba5-6e66-4e3e-accb-116ce473fd15','Partial',11,0,'Print','B&W','Photo Room - Hudspeth','Southern Hueco Mountains','2018-06-11 20:29:17.579026+00','2018-06-11 20:29:17.579051+00','b340d797-72d6-4817-b25c-38d138b3f93c','a3b9aa31-af6d-4052-8f73-552545a13e09','5da5dafc-e3df-464f-83db-746dcb0f7de7'
'dc5c9cc1-3f85-49dd-b19f-0b5163c2823c','Full',750,0,'Print','B&W','FC02F','','2018-02-07 16:07:43.349566+00','2018-02-07 16:07:43.349549+00','24ea6d70-d18d-4b26-83ec-787ff73aa6cc','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'221cd2af-4f95-43f6-9245-3f831bdc1d94','Full',359,0,'Print','B&W','FC06D','','2018-02-07 16:07:43.915647+00','2018-02-07 16:07:43.915642+00','a38808f6-3959-4098-9257-9328623f5fd4','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'435a95bf-2c9d-43d8-a21a-aab926fcfc94','Full',376,0,'Print','B&W','FC42D','','2018-02-07 16:07:45.531291+00','2018-02-07 16:07:45.531274+00','4bc3ab28-c068-4331-be35-ae235da99cf4','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'b0ae06f2-7104-4ff9-b0d8-0c27e51c5aa5','Full',38,0,'Print','B&W','FC38C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','374590c8-9283-49fc-b8fb-85ccd069e31f'
'ce396bb1-d0e2-40f5-b9a8-7100ccdb86fa','Full',1,0,'Print','B&W','FC39F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'886050fb-0a5b-48c0-b7c5-2a4cfd65110b','Full',7,0,'Print','B&W','FC05E','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'11ba3d80-de5e-4658-972e-c03948485072','Full',7,0,'Print','B&W','FC44D','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'51960287-67b8-4d71-8d22-2f899e88673a','Full',15,0,'Print','B&W','FC05D','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'bd3e201c-1dfe-436f-a95d-101c33ad32fa','Full',35,0,'Print','B&W','FC03F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'19ff378f-2d72-4cce-9745-9ec7acb86110','Full',36,0,'Print','B&W','FC01E','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'f17a4e51-a9b9-47af-beac-ec3508a2edcf','Full',36,0,'Print','B&W','FC42E','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'4cff74a1-032a-4db7-ac84-d6af7d22f395','Full',37,0,'Print','B&W','FC03D','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'5b982ab4-2156-45ea-88ec-dd5c72340af5','Full',38,0,'Print','B&W','FC10C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'6ab6a0b7-f6db-4363-9981-6fbd4eece21f','Full',39,0,'Print','B&W','FC06E','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'258fd4a5-80f8-49ba-8d04-e6e1cf0f8ddf','Full',39,0,'Print','B&W','FC42E','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'9c0a2834-53a4-4bc2-be42-a4cb9efc2652','Full',42,0,'Print','B&W','FC44B','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'074253aa-1aae-42b7-9393-834f74a8ff7c','Full',43,0,'Print','B&W','FC 17C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'0ddd700a-9b1c-4877-b313-2baf660145cf','Full',44,0,'Print','B&W','FC01C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'c3872761-d0f2-42b2-a837-94346ddcdb05','Full',45,0,'Print','B&W','FC02C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'932703d6-8082-4cd7-8e15-57e3d31b4775','Full',47,0,'Print','B&W','FC10D','DUPICATES.  1071-1078','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'3a59f865-a193-4534-a870-dcf33eddd6b1','Full',48,0,'Print','B&W','FC06D','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'004df41e-71c2-4feb-a7ea-d929340f9474','Full',50,0,'Print','B&W','FC03C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'5d5d6133-566f-42ba-a358-ebfdd231f03a','Full',57,0,'Print','B&W','FC39F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'a1ca1c1b-6afb-4633-8a59-2b500b3ec60d','Full',61,0,'Print','B&W','FC06C','Contains frames 1021-1027','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'5365d88e-3210-4867-8391-01ca607811bb','Full',81,0,'Print','B&W','FC02G','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'73f53093-7b68-46f0-b1e3-a284279db32d','Full',86,0,'Print','B&W','FC03C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'66be0184-106f-4a28-8f7a-69bacc9df06b','Full',1,0,'Print','B&W','FC06G','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'0cb5fecc-5eea-4679-8a33-23d2c04b4063','Full',20,0,'Print','B&W','FC10G','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'836679dc-bf90-4b78-b83f-2b853f0ad4bc','Full',21,0,'Print','B&W','FC04F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'78dbb023-2d6d-49d9-ad3d-12781d4c1266','Full',27,0,'Print','B&W','FC03G','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'c81ceeca-191a-4ea6-81ed-dcd7461109d1','Full',28,0,'Print','B&W','FC07D','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'd0dfae83-6b36-4be4-aae5-f3d663561795','Partial',11,0,'Print','B&W','Photo Room - Chambers','Galveston Bay, Eagle Point to Red Bluff, Seabrook','2018-03-19 15:07:55.715793+00','2018-03-19 15:09:48.383387+00','f27e8d7f-d3dd-4482-a685-643471ebd22f','a3b9aa31-af6d-4052-8f73-552545a13e09','d368109b-8827-48ec-b22d-12f88f7ec637'
'cd384d2a-f630-464d-8880-112b21dc27d3','Partial',16,16,'Print','B&W','Photo Room - Aransas','San Antonio Bay
M:\RDC\Staff\Chelsea\GLO_Index\footprints\GLO_141','2018-03-12 18:39:28.291922+00','2018-04-05 19:56:11.819128+00','bcf74cb1-e5c6-479e-863a-e7d0673c32d9','a3b9aa31-af6d-4052-8f73-552545a13e09','d368109b-8827-48ec-b22d-12f88f7ec637'
'ad8ee223-d11b-41fa-b1a0-c547b7c1dd2c','Partial',0,0,'Print','B&W','Haskell','Contains portions of rolls 1,2,3,4, and 5','2018-02-07 16:13:46.843219+00','2018-04-07 13:46:10.888743+00','ac235c90-5901-4e28-af63-3af7c763d51d','e02065f0-62c4-492c-ae83-7f94868bbb71','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'52fdb3dd-983e-489b-badd-38b8091802dc','Full',1371,0,'Print','B&W','FC25E','','2018-02-07 16:07:37.699226+00','2018-04-07 14:14:33.243068+00','f8b5149d-fd85-4ed2-a3f6-3a924f9bc1d4','a3b9aa31-af6d-4052-8f73-552545a13e09','2b35500b-f5e8-4a7f-926f-031b30adb637'
'8fbae593-cee5-40cf-96e7-a960ec603934','Full',24,0,'Print','B&W','FC01E','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'9fe2056e-793d-4007-8244-4efbf98288e8','Full',24,0,'Print','B&W','FC02C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'727a7a1e-1c93-4e95-bf64-996a82a94713','Full',26,0,'Print','B&W','FC07C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'5093db7d-5b37-4a59-8c6b-1704bf8cb993','Full',27,0,'Print','B&W','FC07G','1-6','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'b89eba60-639e-4a53-96f3-e7d00c30556a','Full',28,0,'Print','B&W','FC39E','1-31 refers to the number on the back of the photo.','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'77058208-df92-447e-91ea-c46a7028cf76','Partial',34,0,'Print','B&W','Webb Flat File','','2018-06-27 19:17:24.284303+00','2018-06-27 19:17:24.284324+00','0dd724ee-5dbc-4115-861d-59da421def38','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','2b35500b-f5e8-4a7f-926f-031b30adb637'
'95bb5752-6181-4551-b290-91eb70711103','Partial',11,0,'Print','B&W','Pecos','','2018-04-07 17:54:18.971348+00','2018-04-07 17:54:18.971369+00','28633649-7f45-4aa8-a12c-a14e197f65fa','68334783-ea29-4f1f-b146-72513f4e8123','00107941-0f8d-4c9d-8286-333e0edcce0d'
'16be1c6f-2998-4f5e-b827-a52cba62b167','Full',29,0,'Print','B&W','FC06D','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'2b1f4d03-cae6-464d-a2b3-9ae64a9a5754','Partial',4,0,'Print','B&W','Fisher','Rotan, Longworth, Mc Caulley, Sylvester','2018-02-07 16:16:49.964034+00','2018-04-07 13:30:28.603851+00','53b9bed1-2ae9-40df-8c97-167900ebd56b','e02065f0-62c4-492c-ae83-7f94868bbb71','10493d78-14cb-411e-8e7d-9ec2c6488ff3'
'714d6e44-41f6-4374-8bda-6d8ec9089dbb','Partial',3,0,'Print','B&W','Hill','','2018-04-07 16:11:43.955547+00','2018-04-07 16:11:43.955568+00','f263e975-91c6-410a-bbed-4f0dac69c482','e02065f0-62c4-492c-ae83-7f94868bbb71','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'06088440-06c8-4ba3-9250-a0bc96e309a3','Full',31,0,'Print','B&W','FC02C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'b45d3120-cae4-4efe-82ab-048a33aa59e0','Full',32,0,'Print','B&W','FC01E','Some duplicates','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'f903be40-8ab8-48db-a1d1-f69730d517ff','Full',32,0,'Print','B&W','FC03G','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'26fa0fdb-83f2-4a9e-91b3-c77f17f63188','Full',32,0,'Print','B&W','FC38F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'c4ee8c7c-3e2e-4763-ad1c-b5311804482f','Full',33,0,'Print','B&W','FC06F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'5b333189-9062-40bd-a4b6-82e5c5b1ed1d','Full',33,0,'Print','B&W','FC44B','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'50d33afa-aa69-411c-af52-beae069f1a9a','Full',34,0,'Print','B&W','FC07G','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'af255ef7-559b-46f1-af3c-5d34cf02c54f','Full',34,0,'Print','B&W','FC39F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'83515140-c883-4223-bec8-4ed28105dda8','Full',35,0,'Print','B&W','FC01G','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','3817b188-a25a-44ee-b667-c36916463d87'
'93e02eb8-c285-4536-a082-1bc14d705b14','Full',31,0,'Print','B&W','FC06F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'50577fa6-c36a-4dfa-84cc-2a1b81f00e21','Full',36,0,'Print','B&W','FC04F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'b8df8ac4-33ff-42b0-93d6-9d528a20a7b8','Full',37,0,'Print','B&W','FC09G','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'b615bd44-ab12-4d57-8d48-aaa6a2c75b28','Full',39,0,'Print','B&W','FC08F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'23de2812-e26e-4d8d-b985-a4b7842f1959','Full',40,0,'Print','B&W','FC10G','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'990a5d05-fe65-49ad-9da2-5923af03c285','Full',42,0,'Print','B&W','FC09E','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'9c9dd06b-34a0-4a8f-847b-3e2a1fedc1e2','Full',45,0,'Print','B&W','FC12F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'797521a1-c1c2-4762-8144-c39c1cd9a8ee','Full',50,0,'Print','B&W','FC07E','DUPLICATES','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'09e6c09c-a9a9-4c80-b35d-896a4c44293b','Full',58,0,'Print','B&W','FC04D','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'bc225445-00cf-4c1b-a40e-c4b7ac675a1e','Full',588,0,'Print','B&W','FC08F','','2018-07-20 16:20:01.032561+00','2018-07-20 16:20:01.032582+00','46e69eb2-27c9-479e-97af-bfd09de5d2ec','a3b9aa31-af6d-4052-8f73-552545a13e09','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'5385f230-118d-4a9c-83f3-b3de724cef15','Full',63,0,'Print','B&W','FC04F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'f2156e2c-9cd3-47e3-a2f6-67c1df5e1cc3','Full',74,0,'Print','B&W','FC05F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'540b0e20-6212-4c2a-8a47-980e9bdf09aa','Full',441,0,'Print','B&W','FC07E','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'e4b90874-9f8e-435b-bb20-1f8cf96c7886','Full',767,0,'Print','B&W','FC44C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','49e72510-3a8b-49e8-8c53-d7e64197db59'
'608370d4-179b-4a17-b533-23414b76b49c','Full',28,0,'Print','B&W','FC06C','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','809d41aa-4b09-48aa-989b-884723a26ba6'
'9bbac39c-a8be-48aa-8b35-66aaf696b450','Full',38,0,'Print','B&W','FC04E','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','809d41aa-4b09-48aa-989b-884723a26ba6'
'40a934c7-0bc6-4dbc-ae77-bded6d7e6654','Full',53,0,'Print','B&W','FC17F','','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','809d41aa-4b09-48aa-989b-884723a26ba6'
'7602ba15-86a4-4d2a-b4e0-4fc512366de5','Partial',0,0,'Print','B&W','Wharton','','2018-04-07 18:02:08.758469+00','2018-04-07 18:02:08.758489+00','f1dfc662-de6f-455d-a6e9-ab20881caf9a','e02065f0-62c4-492c-ae83-7f94868bbb71','c2170bce-6c8d-4ff7-a1de-b2736fbb77c0'
'43b0fa89-9f8d-4062-a02a-134eae7b53c9','Partial',2,0,'Print','B&W','Sherman','','2018-04-07 22:50:50.366796+00','2018-04-07 22:50:50.366816+00','075e5bfc-90b0-447d-8baa-9385e78da1fe','13913c8f-47de-4aff-91a7-fa8fdfa28bbe','2b35500b-f5e8-4a7f-926f-031b30adb637'
'2133e8c9-5709-4681-aa0a-78842fadfc4d','Full',26,0,'Print','B&W','FC10D','MISSING','2018-02-07 16:07:53.603395+00','2018-02-07 16:07:53.603389+00','b2d114b8-0a05-4086-9b37-b1d6a406a1ef','a3b9aa31-af6d-4052-8f73-552545a13e09','a527af1a-36af-4214-8192-c7041a8ddb5b'
