"id","remarks","created","last_modified","collection_id"
"192f188f-70d9-4234-ac1e-62d455894cef","Line Index for USDA 1962","2018-02-07 16:19:51.763219+00","2018-04-07 14:57:46.563922+00","5e64f249-ee86-484a-a248-17a7b30591a6"
"5a254642-1bfb-4827-ac01-8407b3ac0610","1 line index for Dallas 1990","2018-04-07 14:55:39.604252+00","2018-04-07 14:55:39.604273+00","f8b5149d-fd85-4ed2-a3f6-3a924f9bc1d4"
"12fe096a-4850-4a41-8a80-8a346f8f09de","1 line index for Denton 1990","2018-04-07 15:01:14.199423+00","2018-04-07 15:01:14.199443+00","f8b5149d-fd85-4ed2-a3f6-3a924f9bc1d4"
"6cbfea98-591a-42d9-8590-7a6017d837e0","2 line indexs from 1969","2018-04-07 14:06:02.96699+00","2018-04-07 15:32:43.60744+00","bbfcd124-7b7b-47b5-9ad1-86e3e6c5e082"
"21cfdcde-a4df-4a86-9a17-79868b36fd6f","1 line index for Dallas 1984","2018-02-07 16:10:41.784308+00","2018-04-07 15:46:24.778748+00","cebd7a60-1e9d-46e4-9a92-3942fa964db2"
"4b5aebfe-97b9-4356-abb4-fb5d5434c2b3","Line index for 1972 FF","2018-04-07 15:46:03.745909+00","2018-04-07 15:46:03.74593+00","e36a50c1-8bef-45fd-bd5e-15ec6e0cd9b6"
"38693007-51d1-4faf-a3b4-ef686b597d55","1 line index for Burleson 1976","2018-04-07 15:59:36.814454+00","2018-04-07 15:59:36.814475+00","9a1a5234-c1cb-4c1e-b481-cbfb24fba30a"
"c231e429-1b06-45ac-abc4-f91af76eb195","Line index for TxDOT 1990 
Line index for Midland included","2018-02-07 16:14:09.148059+00","2018-04-07 16:01:19.191001+00","bd64f1fa-b2a7-4f6e-a429-ea0922ccc133"
"efef56bf-b3b2-4f9b-ade1-c7e043d04ebe","1 line index for Maverick 1964","2018-04-07 20:38:29.827264+00","2018-04-07 20:38:29.827285+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"8050558a-6518-4767-b18c-12162b6696d4","2 line indexes for Webb 1989","2018-02-07 16:21:00.35109+00","2018-04-07 16:26:41.574159+00","84740d3a-07b4-43b4-8acc-a07b2b77a294"
"42d73577-689e-4c9c-b930-8e3ac94b3439","1 line index for Terrell 1964","2018-04-07 16:32:52.62685+00","2018-04-07 16:32:52.62687+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"a49a3057-cbb1-4a79-975a-5325de086390","2 line indexes for Throckmorton 1964","2018-04-07 16:32:52.628871+00","2018-04-07 16:32:52.628891+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"bb363d9b-2527-4314-a725-81f0f266aa7a","1 line index for Taylor 1964","2018-04-07 16:34:49.088065+00","2018-04-07 16:34:49.088086+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"29eb3fe8-8f36-4dac-9652-3b3c54b7bc7b","Fannin County General Highway Map 1969

no line index in photo box collection","2018-04-07 13:48:33.747736+00","2018-11-14 15:52:26.244732+00","f77b1764-8ff7-4374-ab86-a0cc9145ac0e"
"07e0778e-e11d-416b-abf4-1221d475cd14","1 line index for Witchita 1961, Check FF","2018-04-07 17:17:53.841628+00","2018-12-21 21:57:41.695203+00","b9a76143-f2c5-493d-a72f-2fec9ee56ff6"
"905582f8-6c7f-4baa-bcfa-c385467ddd0c","1 line index for Montgomery 1992","2018-04-07 17:26:22.180431+00","2018-04-07 17:26:22.180451+00","744aa8a6-3f25-42fd-ac2b-6810b19ea5fa"
"0887bc46-4d67-4931-8c5f-93d5533a9dfa","Line indexes for Brazoria 1990, sheets 1&2 of 2

No line index for Montgomery Co.

No line index for Waller Co.","2018-02-07 16:13:01.728267+00","2018-12-20 15:14:16.097068+00","e13f4ca0-d917-4e1b-ba2f-d1d73f9fd02e"
"ba7045af-9f57-42de-a658-9dd5627a6d77","1 line index for Tom Green 1979.","2018-02-07 16:13:37.134797+00","2018-12-20 17:31:32.354021+00","fc42f497-35a6-43b9-b5fe-97a9f8e4be29"
"c59d198a-1015-4a0e-b979-36c35561f3b6","1 line index for Jefferson 1987","2018-04-07 18:32:23.509021+00","2018-04-07 18:32:23.50904+00","404a3a6c-c3a9-48bf-8d5b-01d065c74b9e"
"17cc1bd7-74e1-4567-a5a3-1aa097309575","1 line index for Franklin 1949","2018-04-07 18:47:09.442716+00","2018-04-07 18:47:09.442736+00","201709a1-cc2a-4a14-a649-3107329762da"
"2640b36b-42a8-46ad-9a6b-e87e91766d90","1 line index for Liberty 1992","2018-04-07 19:19:53.133963+00","2018-04-07 19:19:53.134003+00","744aa8a6-3f25-42fd-ac2b-6810b19ea5fa"
"96933a75-93bb-4ce2-bf9b-10769f361d91","Line index for Starr 1964","2018-04-07 19:33:52.162104+00","2018-04-07 19:33:52.162125+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"be31f46d-98a0-4e70-a8ac-6c560f5c88ca","1 line index for Smith 1990","2018-02-07 16:12:33.430337+00","2018-04-07 19:49:41.570725+00","36b33dbd-0879-41aa-a87f-507542479eb1"
"93998243-50aa-4590-9a77-30449d2202d6","1 line index for Hidalgo 1964","2018-04-07 20:14:24.180863+00","2018-04-07 20:14:24.180883+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"a63c7287-7c68-4bed-ace5-9f887ed19cf0","1 line index for McMullen 1963","2018-04-07 20:20:16.692789+00","2018-04-07 20:20:16.69281+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"17515a1a-d264-47c0-8eee-bfcf272bb234","Line Index for Ector 1982
Line Index for Midland 1982","2018-02-07 16:11:17.891375+00","2018-04-07 20:16:38.207289+00","f54fc4c1-f453-4e98-ba3f-3256f3630a71"
"da7dd7e8-4de4-4672-99da-a01b6e3c2560","1 line index for Lampassas 1964","2018-04-07 20:22:18.721422+00","2018-04-07 20:22:18.721442+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"98e450ed-03b5-43a0-b48d-29882c46195d","2 line indexes for Kerr 1963","2018-04-07 20:23:44.696437+00","2018-04-07 20:23:44.696458+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"a51e96d3-c656-4d65-b346-4d658dd2d24c","1 line index for La Salle 1964","2018-04-07 20:26:37.061916+00","2018-04-07 20:26:37.061936+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"5f424751-846c-43f6-b001-7e030e094a3c","1 line index for Kimble 1964","2018-04-07 20:31:41.036354+00","2018-04-07 20:31:41.036388+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"c7608843-9ad5-4b85-b892-bebaac882230","1 line index for Llano 1964","2018-04-07 20:45:46.620058+00","2018-04-07 20:45:46.620079+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"8c4cd8c8-319e-4a5a-b037-53a6d48c6127","1 line index for Montgomery 1984","2018-04-07 20:56:59.796293+00","2018-04-07 20:56:59.796314+00","b50fc728-97f7-428d-b459-942b02a4199b"
"a300b439-8b20-4c91-a74f-385a9d5cf4ae","1 line index for Bell 1985","2018-02-07 16:16:30.220392+00","2018-04-07 20:55:41.206995+00","d726447f-5dbd-43a7-a3a2-89c40fcbeed1"
"d9e461be-9748-4260-9965-0123b055102c","1 line index for Atascosa 1963","2018-04-07 21:05:01.291617+00","2018-04-07 21:05:01.291638+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"b86c7f54-1944-4dba-a3ed-a10fc3bead1d","1 line index for Tarrant 1990","2018-04-07 21:32:11.937299+00","2018-04-07 21:32:11.937319+00","f8b5149d-fd85-4ed2-a3f6-3a924f9bc1d4"
"097edad9-3157-4a3c-9dee-950251adc093","1 line index for Burnet 1980","2018-04-07 21:37:47.921195+00","2018-04-07 21:37:47.921215+00","82bf0615-17ef-4579-a815-7236e859f83f"
"5c54fe81-03ca-471c-8e30-2913bcc50467","1 line index for Dallas 1973","2018-02-07 16:10:08.714166+00","2018-04-07 21:39:17.699406+00","a7862ce2-de5f-4e10-96da-ab6f9931374d"
"8f8744c3-e227-4962-a3d5-ff2ddc063f90","1 index that includes both Potter and Randall counties 1967","2018-04-07 21:51:57.730391+00","2018-04-07 21:51:57.730411+00","1493a4b6-a703-4d05-9439-309932b91d82"
"45af96d5-2246-47f6-b6e3-93256e102235","2 sheet line index for Burnet 1964","2018-04-07 21:59:01.033662+00","2018-04-07 21:59:01.033682+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"34939689-af02-495a-a0a3-33e5c9a4ed38","2 sheet line index for Jim Wells 1964","2018-04-07 22:03:09.976996+00","2018-04-07 22:03:09.977016+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"c92924ce-cbc5-4774-b2a1-6f0c7fc24692","1 line index for Fort Bend 1989","2018-04-07 22:35:09.313013+00","2018-04-07 22:35:09.313034+00","b50fc728-97f7-428d-b459-942b02a4199b"
"f3e0404a-d91e-43fe-b9be-66610dfad7ea","1 line index for Fort Bend 1992","2018-04-07 22:40:23.175925+00","2018-04-07 22:40:23.175945+00","744aa8a6-3f25-42fd-ac2b-6810b19ea5fa"
"b6074e38-03f4-40cd-9bf3-df5a7a5eb13d","1 line index for Irion 1955...maybe in flat file

no line index found in photo room collection.","2018-04-07 19:10:19.119132+00","2018-12-12 16:57:50.621999+00","c6a4b6a3-9a9b-4d68-bf06-a8c3ce2cc4f3"
"4f5dde26-744a-4d01-8230-c26e07063ada","2 line indexes","2018-02-07 16:10:57.086066+00","2018-11-19 17:39:20.106561+00","21c5bb65-eb6a-4df1-baa9-b1f27cf79331"
"5a8e4916-9799-46d1-886a-78692c1ea25b","1 line index for Ochiltree 1967

No line index for photo room collection","2018-04-07 18:55:58.871684+00","2018-12-19 15:08:59.031022+00","4325d78f-245a-4df0-b025-3255456c41ae"
"a87ad646-aed1-4a68-87cf-0849de169c77","2 line indexes for Matagorda 1968, check FF for line index","2018-02-07 16:11:42.976636+00","2018-12-19 15:14:12.797179+00","0683ecd2-fd8c-43c7-9acb-817c9b9bb693"
"30079c97-9086-457f-95c4-f87102581ec5","3 line indexes for Jefferson 1969 in FF

no line index for photo room collection","2018-02-07 16:08:23.740043+00","2018-12-19 15:21:07.126464+00","20959ee6-588e-4a38-9244-3aadd4bac568"
"c72ac016-7cff-46c9-b614-533a5594344e","1 line index for Comal 1987","2018-02-07 16:18:17.100253+00","2018-04-07 22:55:38.060318+00","c62670c4-0bb2-4646-8252-7597cbd760d7"
"dccec2a0-c4a1-4763-af4c-14c47bc6a863","1 line index for Coleman 1957","2018-04-07 22:52:52.024193+00","2018-04-07 22:52:52.024214+00","702c52a6-db8c-4605-8908-59bb1205b925"
"783ca9bd-6569-4dfe-9ebf-ae4fd8e36928","1 line index for Travis 1993","2018-02-07 16:15:27.541176+00","2018-04-07 23:00:49.369813+00","b7debd18-44c1-47d8-903f-203fa53edd5f"
"7cc62d08-e74d-4b22-829a-54fd3f30e91a","1 line index for Crockett 1964","2018-04-07 23:00:12.437057+00","2018-04-07 23:00:12.437077+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"1a6d161d-8e50-4966-b2b9-36dc179fdd39","1 line index for Concho 1964","2018-04-07 23:26:39.112377+00","2018-04-07 23:26:39.112397+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"f6ff6e9d-b890-42cb-b946-322fa373856f","1 line index for Bosque 1965","2018-04-07 23:30:01.37346+00","2018-04-07 23:30:01.37348+00","f4eb40ff-68ca-4ba2-83ca-323a2f7bf139"
"4e955589-bbcd-40b7-ba16-a9732d5794d1","1 line index for Galveston 1987","2018-04-08 00:02:36.012981+00","2018-04-08 00:02:36.013002+00","b50fc728-97f7-428d-b459-942b02a4199b"
"3ae3b905-8c05-4d89-a0f3-677769c06574","1 line index Mason 1964","2018-04-08 00:05:06.455191+00","2018-04-08 00:05:06.455211+00","19d5e4a7-ba00-4369-b79d-db9e025ce1af"
"3b6dc1c5-6dd5-4e66-9b43-c807e6953145","1 line index for Liberty 1988","2018-04-09 20:30:21.069552+00","2018-04-09 20:30:21.069572+00","e13f4ca0-d917-4e1b-ba2f-d1d73f9fd02e"
"836d1ab3-91f4-456d-a2a5-a23370a54696","Line index included in binder","2018-04-19 13:00:44.746584+00","2018-04-19 13:00:44.746604+00","e5a6578d-5aba-4b0b-80b1-6cec1c933d68"
"b341c943-c95f-4999-b36f-664de0c71055","1 line index for Potter 1959

no line index present in photo room box","2018-02-07 16:14:27.208982+00","2018-12-19 20:27:31.982483+00","eb009273-eacc-442c-98c1-be5c8367e274"
"9ab61926-367f-4d3f-9263-0f84e4fe0b18","1 line index for Duval Co.

no line index for Gonzales Co.

1 line index for Cameron Co.","2018-02-07 16:20:40.74229+00","2019-01-09 20:52:20.40336+00","cc91cbbc-2765-455e-89bd-98f09ce4273f"
"abc86c6b-3f20-4a8c-9dd6-b27e8e351aab","Has line index, not yet scanned.","2018-02-07 16:21:50.170777+00","2018-06-27 19:17:36.197451+00","0dd724ee-5dbc-4115-861d-59da421def38"
"8223c813-3133-4d5d-9091-a4cce52d58b8","Q:\Historic_Images\ElPaso\Index","2018-02-07 16:14:19.524525+00","2018-08-09 18:46:05.28448+00","66bbc6a4-2ebf-4974-a0f4-f4449b8455fb"
"b1576d90-6796-4836-a145-6f07ef3c9b7c","Q:\Historic_Images\Wise\Index\USDA_1948.tif","2018-09-05 16:52:50.288264+00","2018-09-05 16:52:50.288285+00","1f00fec0-66fd-47a7-a4d3-f594dc982e21"
"f079da20-312f-4cc3-91fe-f04eda17cdc5","No line index","2018-11-10 14:14:13.372856+00","2018-11-10 14:14:13.372876+00","874fecef-19bd-4815-b95c-55e08140c82c"
"e163de39-4b38-4189-84c7-3f8bd6af8c33","No line index","2018-11-10 14:18:33.890432+00","2018-11-10 14:18:33.890452+00","68318b5f-e93b-4d0f-95d8-2a359e6ef932"
"f47794cb-ae78-4b34-956a-0a41f8ddcc02","1 line index for Milam 1958","2018-12-19 20:56:29.730937+00","2018-12-19 20:56:29.730958+00","3d71d22e-209e-4cd5-9ebb-336db2129ea3"
"d3890add-1828-4845-8bf7-c6216325da7b","No line index","2018-11-10 14:23:13.542981+00","2018-11-10 14:23:13.543001+00","542a6767-68b5-4831-b25d-9bd5bb1fe6f3"
"9ed2ee91-c440-4720-aeeb-b3897653884a","no line index","2018-11-10 14:24:13.863011+00","2018-11-10 14:24:13.863032+00","ff1a24fc-5d60-4396-a697-19b03d30a330"
"237d4cf9-7ef4-4df7-8edf-615fc2d3be11","No line index","2018-12-19 21:12:02.955081+00","2018-12-19 21:12:02.955102+00","04fe018c-65c1-4454-b8fa-194b1b9254e2"
"112121f6-a51c-4c25-be63-24e1196545ee","no line index present

no line index for San Patricio Co. subset","2018-11-10 15:24:00.91905+00","2018-12-20 14:26:08.687609+00","088ebd0f-8fc6-4bda-9747-c40a0f43df22"
"55aeddca-7368-47b2-8a54-88e7687f377b","no line index","2018-11-10 14:28:30.776972+00","2018-11-10 14:28:30.776993+00","e7d05910-d21b-4ca4-b5ee-2558fa31df5f"
"2363068c-7eab-4fc2-8023-71756c44095c","no line index","2018-11-10 14:30:43.766448+00","2018-11-10 14:30:43.766468+00","a1ab1993-d27d-4d07-906f-5b934eb8d737"
"39f6de28-6f2c-41aa-8caa-7eefbf52f3f1","no line index present","2018-11-10 14:32:39.297709+00","2018-11-10 14:32:39.297729+00","5f10402f-7f95-4df5-a19b-87948f39bbb1"
"fff980e0-0c7b-4fac-8cf4-035909a32eae","No line index","2018-11-10 14:32:54.829091+00","2018-11-10 14:32:54.829115+00","6cdda4a4-d4b7-4eb0-b696-2176a6352783"
"999c4e6f-089f-40b8-95c3-7abc217e0223","no line index present","2018-11-10 14:34:02.419296+00","2018-11-10 14:34:02.419317+00","f0a339ff-55a8-4b8f-aa1a-f4099ac8587f"
"8c11a9f5-82f1-49cf-9916-e924d21637e4","no line index","2018-11-10 14:37:31.712855+00","2018-11-10 14:37:31.712891+00","3252b542-a68e-419b-b900-af4c4a3e5147"
"59293fa5-411c-48d0-8a15-98f38319f736","no line index present","2018-11-10 14:40:07.130254+00","2018-11-10 14:40:07.130275+00","1a101028-6189-444a-831e-498bfc639d42"
"652765d3-18ef-41a2-a2b8-a1147c9e8b13","No line index","2018-11-10 14:42:28.292356+00","2018-11-10 14:42:28.292376+00","294a84ac-84b5-4f86-a699-8ac39b977974"
"96cf0ff9-09ca-4233-8a1e-901d05292d76","No line index","2018-11-10 14:46:48.623094+00","2018-11-10 14:46:48.623115+00","3e97cbf2-bbbd-4bfe-b928-b47233be218f"
"69de0e72-17d2-4b44-b97b-a15bd02f9aa2","No line index","2018-11-10 14:50:44.416117+00","2018-11-10 14:50:44.416139+00","20782d0b-9466-45cb-ab4f-13a9fe7f6c29"
"8c49cbfe-aafd-4c2d-88a7-c050afafc25a","1 Line index for Hidalgo 1990, includes portions of Starr, Cameron and Willacy counties

1 line index for Starr Co.","2018-02-07 16:09:24.820224+00","2019-01-09 20:55:00.899093+00","019a5d86-3ff1-44b9-a325-1d571be091a0"
"e43d515a-835b-498c-b943-43bf69b812b5","No line index","2018-11-10 14:54:42.324068+00","2018-11-10 14:54:42.324088+00","8c5d8313-3760-447c-9693-42b8098762aa"
"a4e33dda-8cc4-41fa-8cff-b66e20e38da5","No line index","2018-11-10 14:56:47.037092+00","2018-11-10 14:56:47.037112+00","3df2dcaf-3e8d-42f9-9235-3287515f8cd4"
"6d6c5eb5-a29d-46b5-923a-cc7770513aab","No line index","2018-11-10 14:58:49.558512+00","2018-11-10 14:58:49.558532+00","252721a6-0040-44c1-97f5-9e32c824dba9"
"a2cda96b-ec04-46b8-9cb5-35ba11bf317b","no line index","2018-11-10 15:00:57.058943+00","2018-11-10 15:00:57.058963+00","27461f22-5b5d-4278-a0ff-eaca76b869e0"
"209c43f4-aaa2-4318-b035-1b3f12d42f2f","no line index present","2018-11-10 15:01:08.178199+00","2018-11-10 15:01:08.17822+00","e310f7b6-6a73-46f9-a5b0-22573641fb6c"
"deaf57ee-ffd4-4c98-9246-a3d107535455","","2018-11-10 15:02:24.803598+00","2018-11-10 15:03:01.854504+00","a0eb48d6-51bf-441d-9d71-db90c7872189"
"5e4a65cd-498a-4fd4-9cc5-ea6062e01abf","no line index present.","2018-11-10 15:05:18.937794+00","2018-11-10 15:05:18.937814+00","ee83f275-38e6-49f0-b1b0-9a36fe99dca2"
"c4a89c67-e5e3-45dc-a6dc-f7ffb8029ac2","no line index present","2018-11-10 15:10:29.734435+00","2018-11-10 15:10:29.734456+00","541ddc8c-20da-42a8-a461-18d9993aebef"
"fb8f4cb3-b46a-4fe9-bcb6-83cd721aa839","no line index present","2018-11-10 15:11:51.044141+00","2018-11-10 15:11:51.044161+00","1e5cb6d1-b396-4279-9f9f-b9e06232295c"
"2c64ffb3-ada8-44a0-b51a-9bfb079f2338","1 line index","2018-11-10 15:13:42.06728+00","2018-11-10 15:13:42.067303+00","8a3e4cd6-97c7-49b2-9135-aa8009cb8083"
"8ede7a82-fa95-4e2b-9427-ee2f820a18d2","No line index","2018-11-10 15:14:09.016247+00","2018-11-10 15:14:09.016267+00","0ffa6de6-b180-48e6-a8b9-ba7d9e2f73f8"
"2c3c4ec2-c46c-465d-9d59-36e31a95d898","No line index","2018-11-10 15:15:52.220134+00","2018-11-10 15:15:52.220155+00","67b049bf-58a3-4a07-bfc8-75651dde0f5e"
"5c7f1e25-1fd9-40e4-8d81-b430b822cd51","1 line index","2018-11-10 15:22:35.40233+00","2018-11-10 15:22:35.40235+00","e007d815-3a3b-4d8e-be91-141e681ce35c"
"888031e1-6f65-4fee-86ca-02abeff16024","no line index","2018-11-10 15:27:03.897005+00","2018-11-10 15:27:03.897024+00","f5075f2f-99e2-47de-9b73-4d55f65b47dc"
"0c3a92a2-77fa-4e75-9c97-d3914f21d6f1","1 line index","2018-11-10 15:34:09.798126+00","2018-11-10 15:34:09.798147+00","7ebb0a12-62fe-4687-b93e-8b00493fb478"
"0d1d4169-0b20-482f-a4ea-54b7985bc554","No line index","2018-11-10 15:37:33.342639+00","2018-11-10 15:37:33.342659+00","a81ac024-6511-4d3c-bda6-fc7bbb3c614c"
"e59803e5-386e-45b0-b400-b644454048bf","no line index","2018-11-10 15:41:17.322357+00","2018-11-10 15:41:17.322376+00","8769037e-201c-4dcc-8982-fbc42dfba3dc"
"cc7c055e-e334-43f4-8659-537ce282c216","no line index","2018-11-10 15:42:14.763544+00","2018-11-10 15:42:14.763566+00","2717b81c-54a4-4c1c-a587-d06dd579c4de"
"b7aa0b02-299f-46dd-a923-ad872707d27a","no photo index","2018-11-10 15:43:59.143652+00","2018-11-10 15:43:59.143672+00","999cb314-8d05-4988-83f6-b4ed932094a8"
"528d6988-2755-48a6-ac13-c9f8daea8bcd","no line index","2018-11-10 15:45:26.324731+00","2018-11-10 15:45:26.324752+00","a6a59839-a98e-4ade-858e-fb2f917e930a"
"77114368-f4a1-43aa-90a0-3afb773a4dd4","No line index","2018-11-10 15:46:12.279902+00","2018-11-10 15:46:12.279922+00","fd11c240-3b80-4e6f-b238-07b991405789"
"598c2e19-166c-4dc2-a7b4-2a42871d1344","no line index","2018-11-10 15:46:47.389243+00","2018-11-10 15:46:47.389264+00","e9a1993d-4ad5-443a-b0fd-7c981be2a8aa"
"410001cb-de39-43a9-9ccc-4a6bc6226569","no line index","2018-11-10 15:47:59.529941+00","2018-11-10 15:47:59.529961+00","ece88a89-90e1-43d9-8fc9-eb5004f07c6f"
"d4b599e8-0d0e-407c-b6ab-e319f2bc21d8","no line index","2018-11-10 15:48:54.414173+00","2018-11-10 15:48:54.414194+00","1462fbf6-7e6d-4d41-bc73-c66d5ce75d2f"
"e3107ad8-a78a-4a79-89ba-2f8c69a244c7","no line index","2018-11-10 15:49:20.244023+00","2018-11-10 15:49:20.244044+00","0ed83262-6666-4a68-93b4-caff08551ccf"
"ee295205-5433-4d6d-b81e-a70b9e5dc4a1","no line index","2018-11-10 15:51:14.8327+00","2018-11-10 15:51:14.83272+00","01def174-2a74-4bf7-b9d8-74816b30921a"
"27687ee4-3e3c-40ba-8b38-450400a7c575","no line index","2018-11-10 15:55:01.480403+00","2018-11-10 15:55:01.480424+00","2aba62cc-91aa-43be-9bf1-4ff7de597e5c"
"fe6ed2f6-3b25-4e65-a1a7-700ee13eb52a","No line index","2018-11-13 15:43:52.101304+00","2018-11-13 15:43:52.101324+00","a263d5f4-3057-46a9-af88-2d86cc2183d2"
"82603eda-3129-4325-897c-31abf506e523","No line index","2018-11-13 15:49:36.041032+00","2018-11-13 15:50:00.279686+00","abafef61-706f-492f-8609-292ccebf7db2"
"07856ff3-4382-418f-ad49-db21cf4251b1","No line index","2018-11-13 16:02:50.025002+00","2018-11-13 16:02:50.025023+00","b7682c2f-5f51-4d15-971c-923b7f8af467"
"7f448144-7546-4583-abe9-21ae2a55fd60","no line index","2018-11-13 16:02:59.527573+00","2018-11-13 16:02:59.527594+00","090fc78c-dbde-4d8d-9de4-ae201f214456"
"a0ff3bf1-0c6d-4a4e-953b-7f42fb35fa8b","no line index","2018-11-13 16:04:15.209235+00","2018-11-13 16:04:15.209255+00","455bd0ba-d979-40a1-8ae9-edabeaf7cc74"
"9b63d9bc-220a-47dc-bd6a-a81941582d68","1 line index for Harris 1989","2018-11-13 16:08:43.254748+00","2018-11-13 16:08:43.254769+00","e13f4ca0-d917-4e1b-ba2f-d1d73f9fd02e"
"63bf182d-51c4-4f8c-8d9e-702f7879af93","1 line index for Montgomery 1989","2018-11-13 16:08:43.256366+00","2018-11-13 16:08:43.256386+00","e13f4ca0-d917-4e1b-ba2f-d1d73f9fd02e"
"5eface42-0231-4610-93c0-d9e5c5d62ad2","Brazoria county has 1 index","2018-02-07 16:15:44.212755+00","2018-11-13 16:13:21.936718+00","828b7ee3-773b-4a9e-b5d8-d7a4c6a99f62"
"2a6c822a-d167-400c-9494-9d87a9232efa","No line index","2018-11-13 16:14:05.200533+00","2018-11-13 16:14:05.200553+00","29405520-4857-429e-a422-eb5c9b74442a"
"8022fe98-95af-425e-b1de-a811bfb5bbba","No line index","2018-11-13 16:18:23.393979+00","2018-11-13 16:18:23.393999+00","5637f4d9-36d9-4e2b-9494-8be0321996ae"
"10eae0df-35ec-4ee4-ae06-80750ab80972","no line index","2018-11-13 16:20:07.447729+00","2018-11-13 16:20:07.447749+00","5b63208b-a89d-49e6-bd09-37bd177daa68"
"130eb545-134e-4bdd-83b7-b529e7dadf69","no line index","2018-11-13 16:22:15.055267+00","2018-11-13 16:22:15.055288+00","537f2b64-20b1-41ea-8351-b3d96e47b56b"
"1427e4c5-63c3-436c-ac3b-758338c6aa55","no line index","2018-11-13 16:23:24.505448+00","2018-11-13 16:23:24.505469+00","042004df-88ff-4d3e-91e1-1aec26962f90"
"b9aee5db-23d5-4912-bddd-fe3fc77aa0b0","no line index","2018-11-13 16:24:08.52056+00","2018-11-13 16:24:08.520579+00","58113e10-9a5e-462f-9916-324fa0dfadad"
"4ee3652e-a266-49b7-b342-8e0bdda48dd4","No line index","2018-11-13 16:25:03.354012+00","2018-11-13 16:25:03.354031+00","49a6c1ff-dca3-4a73-8121-45af5f431679"
"8a0a6a4a-54c6-41c7-a83b-c182799d8324","1 line index available. 

Line index refers to written frame number, does not match up with printed frame number.
Q:\Historic_Images\Harris\Index\TXDOT_1944.tif","2018-02-07 16:17:16.396514+00","2018-11-19 15:14:55.121919+00","26ade398-5db6-41e7-afec-f09b8e3f0a07"
"26dc1872-d5ea-4db5-ad17-cbd752bb7b9e","no line index","2018-11-13 16:26:59.791087+00","2018-11-13 16:26:59.791108+00","6e8d1978-4f82-43a8-95da-f2331b2ef4e7"
"9bdb930b-394a-4723-9994-5b23b667171c","no line index","2018-11-13 16:27:53.195966+00","2018-11-13 16:27:53.195985+00","6678ff6f-93d9-487a-88d8-537cb787d52b"
"84369015-632c-4a81-94b1-e0a04da8a89a","no line index","2018-11-13 16:33:10.851312+00","2018-11-13 16:33:10.851332+00","d5d6bf06-1f19-4233-9b2f-9f3e488db4c2"
"4163db3a-604f-4ea8-8c73-34b035dabb86","no line index","2018-11-13 16:37:01.134402+00","2018-11-13 16:37:01.134436+00","631e32b5-7402-4263-8691-595c7d119e90"
"78d87c5c-e97c-4917-aa92-b52fdbfb8acd","Has line index","2018-11-13 16:40:06.962845+00","2018-11-13 16:40:06.962866+00","6b5010ec-ac9b-4d99-97ee-dba4d81a8629"
"c081a338-be06-4c77-ae64-e19ff01a6851","No line index","2018-12-19 20:27:59.275783+00","2018-12-19 20:27:59.275817+00","dd6abd89-5172-470a-8cd9-bff8e0b06043"
"cb48220b-9e3d-49e1-9ac5-d4d8bc9ef87d","Has line index","2018-11-13 16:42:14.39224+00","2018-11-13 16:42:14.39226+00","8bcccb76-082e-43c0-986d-77add0755b21"
"4574c5f0-3b66-4843-9910-cb5223ef3403","no line index","2018-11-13 16:43:36.842474+00","2018-11-13 16:43:36.842493+00","a4f70360-2ce3-454a-a945-3523e8e279cf"
"4635e7cd-dfc9-4881-9b04-58720377c7b8","No line index","2018-12-19 20:56:56.947958+00","2018-12-19 20:56:56.947979+00","ae80340a-990f-4a82-a351-a7ee534d86dd"
"dfcbc67d-b5a2-49b0-a29b-e4be24ebbf31","No line index","2018-11-13 16:45:06.640123+00","2018-11-13 16:45:06.640143+00","52c9da78-0aeb-47ab-8f9c-f689ac3baf81"
"707a8399-7064-4690-9627-3b6374fbdbed","no line index","2018-11-13 16:45:55.589908+00","2018-11-13 16:45:55.589929+00","ddad5b8d-91d5-44ec-ad5a-74d91ea28b58"
"2394b86f-e657-41fa-b488-b8ee145ed426","No line index","2018-11-13 16:46:36.093986+00","2018-11-13 16:46:36.094005+00","6f7227a5-0979-46e6-b08f-c15f9244251b"
