resolution_relate_id,created,last_modified,collection_id,resolution_type_id
c8f0f76a-5d38-40de-bc69-3b829d8a7d3a,2018-08-01 11:05:50.140743,2018-08-01 11:05:50.140745,e8a9bba2-b219-47a7-be04-ff6493363c27,1407c25b-40ec-4488-864f-d3c675b96282
f1e80e8f-fdda-4ca5-a65d-1cf27385a2fe,2018-08-01 11:05:50.140967,2018-08-01 11:05:50.140969,fda08eb6-8daa-4daf-bfec-0fb0891cb732,1407c25b-40ec-4488-864f-d3c675b96282
b37046e9-c9df-42b5-8487-61d28e4af4a6,2018-08-01 11:05:50.141163,2018-08-01 11:05:50.141165,df508fc6-c18a-4044-b0f7-35f3b9f64c02,60eda1d7-83ed-4833-9478-6520d8423bb3
e4832654-d012-4f59-b878-6b7f54022c5a,2018-08-01 11:05:50.141331,2018-08-01 11:05:50.141333,1f1d417a-26f2-41d5-9787-af392d0f09cf,81bb3337-3052-4f5f-a84b-ff1098f90d41
a43e2f4e-d09d-4173-b4d1-139c94f6585f,2018-08-01 11:05:50.141508,2018-08-01 11:05:50.141510,3ae404a0-f976-4064-9d3e-81e5a719ca3c,90857264-f804-46c8-89ee-ebdda95332cc
6e522c21-a299-4891-875d-9377f2d04781,2018-08-01 11:05:50.141555,2018-08-01 11:05:50.141556,3ae404a0-f976-4064-9d3e-81e5a719ca3c,856b8002-9da7-4d93-836f-97e14ec1f9ae
d3d42903-c8db-4f2f-8fc4-d549db3b92d0,2018-08-01 11:05:50.141829,2018-08-01 11:05:50.141831,b133455e-0196-4e5d-b69b-a962847afce3,1407c25b-40ec-4488-864f-d3c675b96282
62375665-472a-48e4-a673-602bcfbbe110,2018-08-01 11:05:50.142141,2018-08-01 11:05:50.142143,3dbe699f-1ba5-445b-b291-28390ae4f32d,e806744f-f1d7-4c98-9907-e008589c091b
92159431-8af5-4774-97bb-606f18c41a81,2018-08-01 11:05:50.142338,2018-08-01 11:05:50.142340,bfdb7a76-a36c-4e9b-ba18-e8c8b259ed91,90857264-f804-46c8-89ee-ebdda95332cc
a766998a-43bc-4902-901b-c7a1c63f7c2d,2018-08-01 11:05:50.142456,2018-08-01 11:05:50.142458,a5970f51-1fb6-49f3-8fb0-f862cb255415,90857264-f804-46c8-89ee-ebdda95332cc
a4ba7a69-f6b1-4293-804f-a732a4819153,2018-08-01 11:05:50.142502,2018-08-01 11:05:50.142503,a5970f51-1fb6-49f3-8fb0-f862cb255415,856b8002-9da7-4d93-836f-97e14ec1f9ae
cdb0ab4e-06c0-4f4e-974e-01afc15a3d38,2018-08-01 11:05:50.142697,2018-08-01 11:05:50.142699,c7aa3dae-3934-4d36-91a3-9f53526c9438,856b8002-9da7-4d93-836f-97e14ec1f9ae
295ebdc5-9cdb-4ef5-bbcb-f6a3ec882635,2018-08-01 11:05:50.142857,2018-08-01 11:05:50.142859,40959f80-cc22-433a-bc89-1ab6789c750b,90857264-f804-46c8-89ee-ebdda95332cc
18e35693-6372-4e0c-8331-a2b016c2ce72,2018-08-01 11:05:50.143190,2018-08-01 11:05:50.143192,6ab34fe4-90b4-4474-a327-2a7b1cf65923,5685ab92-079f-4ea9-85a2-c2844cfb51e7
3333a670-e47f-4193-8a10-e5ed688d2eec,2018-08-01 11:05:50.143494,2018-08-01 11:05:50.143495,3fbac9d5-d6ec-4201-8261-22d3d0c2684d,47bc11f3-fc93-4671-8df1-fe0c9aeef738
6ae2f8b6-07f9-4bac-841a-1d79fe40bde7,2018-08-01 11:05:50.143694,2018-08-01 11:05:50.143695,c5452b6f-751d-4161-bb40-e51b4abe4ca4,90857264-f804-46c8-89ee-ebdda95332cc
1df99244-852b-42cd-9e81-186260b94a63,2018-08-01 11:05:50.143881,2018-08-01 11:05:50.143882,d69e74b0-9c20-4a7d-9b3d-f251eb318bfe,1407c25b-40ec-4488-864f-d3c675b96282
d58b268d-2e94-434d-b12a-2854efa3d792,2018-08-01 11:05:50.143981,2018-08-01 11:05:50.143982,b7e5b638-99f0-4676-9411-c88d06d49943,1407c25b-40ec-4488-864f-d3c675b96282
d4563caa-3f62-4394-8182-f03de326bd7b,2018-08-01 11:05:50.144146,2018-08-01 11:05:50.144147,924d3c6f-9f74-4147-8044-d4025f12eac3,528227f2-e1e1-4018-99f8-4ae62821436d
5d556812-d2dc-48a7-882f-01ffac8605c3,2018-08-01 11:05:50.144508,2018-08-01 11:05:50.144510,8f1b8540-e68d-4141-baa0-3e5ceeeb54d7,81bb3337-3052-4f5f-a84b-ff1098f90d41
22d8433b-54dc-4c5d-b1bc-2dad4de0a028,2018-08-01 11:05:50.144598,2018-08-01 11:05:50.144599,0ec8bfd4-2c19-458c-a511-8b3d7487ac27,5685ab92-079f-4ea9-85a2-c2844cfb51e7
b252966e-d5fa-4899-a53e-4f93592b8aa4,2018-08-01 11:05:50.144722,2018-08-01 11:05:50.144724,df4303b6-aed5-4075-98df-cadb84990165,856b8002-9da7-4d93-836f-97e14ec1f9ae
295fcf30-d2b1-4cc3-95bc-bb29d63a824e,2018-08-01 11:05:50.144853,2018-08-01 11:05:50.144855,506b4a6b-a8cf-4b69-9b9f-1d358067ac6a,528227f2-e1e1-4018-99f8-4ae62821436d
999b7cf0-c0df-433c-b02a-5503153fc2dc,2018-08-01 11:05:50.144953,2018-08-01 11:05:50.144954,da097bc5-240e-400e-944f-0e403fbd781f,528227f2-e1e1-4018-99f8-4ae62821436d
f04e6e8d-25b3-4ddd-8635-7fe91d6f54e9,2018-08-01 11:05:50.145071,2018-08-01 11:05:50.145072,6bb27abd-b30c-4bd0-b429-a570fd999e15,1407c25b-40ec-4488-864f-d3c675b96282
46f1def4-9261-4b91-be87-5d40cc94833f,2018-08-01 11:05:50.145424,2018-08-01 11:05:50.145426,97e5fa3b-8b12-4132-814d-dbb9335c6709,5685ab92-079f-4ea9-85a2-c2844cfb51e7
c87c1ac3-c5df-4ba5-bb35-cac05382d7b8,2018-08-01 11:05:50.145598,2018-08-01 11:05:50.145599,a8756dac-62a7-4b51-8d07-ab0cecb6e600,528227f2-e1e1-4018-99f8-4ae62821436d
3a4e1f9b-645e-4216-8166-14a647c353ca,2018-08-01 11:05:50.145683,2018-08-01 11:05:50.145685,e56d2659-7c04-4ed9-a354-75bbe45647c6,90857264-f804-46c8-89ee-ebdda95332cc
f51c10bc-8144-4706-928f-1d4d18d1067f,2018-08-01 11:05:50.145768,2018-08-01 11:05:50.145769,0bf2bc60-48f4-4b2e-849f-31e25da08c91,90857264-f804-46c8-89ee-ebdda95332cc
e49fb794-9887-4fa1-9a3d-ad0ff974ee02,2018-08-01 11:05:50.145802,2018-08-01 11:05:50.145804,0bf2bc60-48f4-4b2e-849f-31e25da08c91,52fe48c1-446c-49df-a8a6-7d38890938d0
604fd991-e4b7-4f28-8f61-ed9effb85938,2018-08-01 11:05:50.145835,2018-08-01 11:05:50.145836,0bf2bc60-48f4-4b2e-849f-31e25da08c91,856b8002-9da7-4d93-836f-97e14ec1f9ae
15d86627-8541-48a3-ae10-c2f86127ab99,2018-08-01 11:05:50.145960,2018-08-01 11:05:50.145962,1849447b-4f62-4318-81d3-9fef9c31482c,90857264-f804-46c8-89ee-ebdda95332cc
e8eac4be-a312-4234-95d3-1d83bac8be74,2018-08-01 11:05:50.146070,2018-08-01 11:05:50.146071,dec8a962-0b66-48bc-bddc-e14736a9aaec,1407c25b-40ec-4488-864f-d3c675b96282
1ef84662-7fdf-4e3e-b96d-aae355c66a01,2018-08-01 11:05:50.146251,2018-08-01 11:05:50.146252,02a1485c-2c6e-4f4c-9f52-17c1d59dab59,1407c25b-40ec-4488-864f-d3c675b96282
6d649f02-d30b-49ed-8ce8-471c671bab4e,2018-08-01 11:05:50.146360,2018-08-01 11:05:50.146361,58b8f94e-c1c4-4a8f-bc2b-bd96e35b83fd,90857264-f804-46c8-89ee-ebdda95332cc
3d0f763f-c5a4-4738-a520-36d652c2d21e,2018-08-01 11:05:50.146455,2018-08-01 11:05:50.146457,2032756b-ee41-4782-bbca-59b237fe3d9e,a8ad536b-b8bc-42de-8ba1-155ab538aa32
be8416c0-7b18-44f4-a305-acb542dfd68b,2018-08-01 11:05:50.146559,2018-08-01 11:05:50.146561,cd77e3c0-58b5-4097-860d-81c9865ff0a8,856b8002-9da7-4d93-836f-97e14ec1f9ae
4647e743-8f0c-4602-ab68-bcd8834b081d,2018-08-01 11:05:50.146742,2018-08-01 11:05:50.146744,e7d2ccee-5288-4257-85bc-e4a2babf91ee,528227f2-e1e1-4018-99f8-4ae62821436d
9de7cac7-eda2-40a9-8c8a-66beda799fa8,2018-08-01 11:05:50.146849,2018-08-01 11:05:50.146851,2b756f1b-f695-46fe-ab00-c3e390c336a0,90857264-f804-46c8-89ee-ebdda95332cc
dd385ab5-18f0-4568-bfa2-d202882d0f5f,2018-08-01 11:05:50.146885,2018-08-01 11:05:50.146886,2b756f1b-f695-46fe-ab00-c3e390c336a0,856b8002-9da7-4d93-836f-97e14ec1f9ae
a3978a21-fe48-493f-9690-73462f7375aa,2018-08-01 11:05:50.147279,2018-08-01 11:05:50.147280,8e755f52-4ca9-43dd-860a-ae09ef28305f,a8ad536b-b8bc-42de-8ba1-155ab538aa32
fd6b607a-1b73-4f64-98ce-d26b944a2a52,2018-08-01 11:05:50.147398,2018-08-01 11:05:50.147399,2645daf3-beb7-4137-98cf-c28b97008d89,2f882368-218d-49d5-b307-52407f055e85
26d9a57e-0627-4d70-8090-3d4158ce12f4,2018-08-01 11:05:50.147754,2018-08-01 11:05:50.147756,09f32e91-6579-4db1-91e4-4a0655af51ac,856b8002-9da7-4d93-836f-97e14ec1f9ae
4957adc9-6f17-4efc-86e6-450674213376,2018-08-01 11:05:50.147906,2018-08-01 11:05:50.147907,73eaebe0-1dd7-461d-8d79-5687b4465c7b,5685ab92-079f-4ea9-85a2-c2844cfb51e7
48f5fd1e-a6fc-4803-a5cb-a9e80bd02d3b,2018-08-01 11:05:50.147999,2018-08-01 11:05:50.148001,8136c798-e67d-4339-8b5e-e52897e70d1f,2f882368-218d-49d5-b307-52407f055e85
264fb5df-bdb3-44a4-8ac1-aced306436e0,2018-08-01 11:05:50.148221,2018-08-01 11:05:50.148223,48ce46cb-7aba-406c-8330-f6c5b43389c1,1407c25b-40ec-4488-864f-d3c675b96282
3f30396d-128e-485a-beb7-ecfd07cb98f1,2018-08-01 11:05:50.148332,2018-08-01 11:05:50.148333,4fe0ec12-331f-470d-abb2-5401bcf53714,856b8002-9da7-4d93-836f-97e14ec1f9ae
e5afc0b1-140f-4f2c-9956-7769ae7e2736,2018-08-01 11:05:50.148494,2018-08-01 11:05:50.148495,72aac46c-bf78-4357-bdd4-26212e8df890,5685ab92-079f-4ea9-85a2-c2844cfb51e7
95e98fb4-301b-4675-8687-f910cc9c82ff,2018-08-01 11:05:50.148587,2018-08-01 11:05:50.148588,5182824e-5801-42d6-bfe8-28cdb279afc9,2f882368-218d-49d5-b307-52407f055e85
f0292e1e-b608-461c-9fde-03ef1628354b,2018-08-01 11:05:50.148925,2018-08-01 11:05:50.148927,a169c018-0b18-411a-97b8-66c45bea8a87,856b8002-9da7-4d93-836f-97e14ec1f9ae
d62edf97-4819-4618-bee1-c9c34f2d1f6b,2018-08-01 11:05:50.148961,2018-08-01 11:05:50.148962,a169c018-0b18-411a-97b8-66c45bea8a87,6450f6ce-95ec-4042-95a2-8a9c3fa41ede
da52b338-1b7a-4b8e-8b57-904ae7def765,2018-08-01 11:05:50.148994,2018-08-01 11:05:50.148995,a169c018-0b18-411a-97b8-66c45bea8a87,90857264-f804-46c8-89ee-ebdda95332cc
a553d1e5-04d2-4bcf-9da1-8c9a1ada1a66,2018-08-01 11:05:50.149104,2018-08-01 11:05:50.149105,ab743202-206c-4c37-99b1-9a46db93bd4c,81bb3337-3052-4f5f-a84b-ff1098f90d41
f68d22fd-ddd3-4b26-b135-ea99a1ecdaa4,2018-08-01 11:05:50.149227,2018-08-01 11:05:50.149228,f4766ad6-2e10-4571-aa0c-c353b96d4d90,856b8002-9da7-4d93-836f-97e14ec1f9ae
e8cddfba-e80e-4145-8ada-6e572b378ad5,2018-08-01 11:05:50.149462,2018-08-01 11:05:50.149464,43c56651-c2da-4e66-a8fe-23915734fabd,528227f2-e1e1-4018-99f8-4ae62821436d
eb342430-b0d2-4eea-bf76-fcea3d187b42,2018-08-01 11:05:50.149558,2018-08-01 11:05:50.149559,41bf20d7-7741-4347-ade3-915cee799e88,2f882368-218d-49d5-b307-52407f055e85
bb788025-db45-4191-afbb-8e3e11c4e73f,2018-08-01 11:05:50.149775,2018-08-01 11:05:50.149776,760f9068-426e-4c30-9829-177259d1da0f,1407c25b-40ec-4488-864f-d3c675b96282
c61ece45-3d1e-4819-9bd4-e21cfb8b1bf1,2018-08-01 11:05:50.149876,2018-08-01 11:05:50.149877,12342f12-2d74-44c4-9f00-a5c12ac2659c,dbcc5ab0-019c-4df3-b301-90eb149d8ebc
3f230515-0d00-46bd-81ab-6b47c19bd81d,2018-08-01 11:05:50.149951,2018-08-01 11:05:50.149952,12342f12-2d74-44c4-9f00-a5c12ac2659c,1407c25b-40ec-4488-864f-d3c675b96282
31549a42-9a33-4089-9374-7c3cd13d0b46,2018-08-01 11:05:50.150126,2018-08-01 11:05:50.150127,21130f88-dac2-4c36-9d9b-1fd9dc07750e,1407c25b-40ec-4488-864f-d3c675b96282
1d11ed84-d70e-486e-beaf-42f8d1c4ed2c,2018-08-01 11:05:50.150351,2018-08-01 11:05:50.150352,04f42cd7-bd81-42d2-bf9e-eca1d04e1936,1407c25b-40ec-4488-864f-d3c675b96282
cf5913d6-c0d9-49b0-b3b2-f2dd0527342b,2018-08-01 11:05:50.150497,2018-08-01 11:05:50.150498,9d0966f6-2a89-4734-a406-2fd112831a3e,1407c25b-40ec-4488-864f-d3c675b96282
834fa5ad-9548-4cbb-a859-81d4fca7e891,2018-08-01 11:05:50.150580,2018-08-01 11:05:50.150581,09205f28-289b-42b0-926b-dc6b4c214393,856b8002-9da7-4d93-836f-97e14ec1f9ae
a3b10b75-8433-4898-861f-bc18d7ed4802,2018-08-01 11:05:50.150748,2018-08-01 11:05:50.150749,9dabb50e-00a1-46e5-8966-8a54ac424de6,1407c25b-40ec-4488-864f-d3c675b96282
972a6aed-2146-41a8-8da7-dcf397ed7d86,2018-08-01 11:05:50.151006,2018-08-01 11:05:50.151008,1d69eeb7-d3ab-48d9-8899-2d54476832ba,856b8002-9da7-4d93-836f-97e14ec1f9ae
afafe436-bf75-4baa-9a77-0f04eb91944c,2018-08-01 11:05:50.151092,2018-08-01 11:05:50.151093,338b3ade-2807-4a28-bbaf-73b50cecca7f,1407c25b-40ec-4488-864f-d3c675b96282
1ee22098-1383-487c-94a2-25a753fae5a0,2018-08-01 11:05:50.151196,2018-08-01 11:05:50.151198,0317aedf-574f-4655-a956-f47109da49ca,90857264-f804-46c8-89ee-ebdda95332cc
7117522e-a54b-4b7f-8e06-cf5f0ff1e83e,2018-08-01 11:05:50.151233,2018-08-01 11:05:50.151234,0317aedf-574f-4655-a956-f47109da49ca,52fe48c1-446c-49df-a8a6-7d38890938d0
c70c9334-1ae8-40ac-86e7-9ebd3ab5571d,2018-08-01 11:05:50.151270,2018-08-01 11:05:50.151271,0317aedf-574f-4655-a956-f47109da49ca,856b8002-9da7-4d93-836f-97e14ec1f9ae
8348e90d-87ee-4deb-ab43-0d436561c438,2018-08-01 11:05:50.151498,2018-08-01 11:05:50.151499,b861bf31-866f-4b60-b153-bfd64ebe83db,90857264-f804-46c8-89ee-ebdda95332cc
dc38958e-adc0-4522-a373-b5d6c3d226d1,2018-08-01 11:05:50.151533,2018-08-01 11:05:50.151535,b861bf31-866f-4b60-b153-bfd64ebe83db,856b8002-9da7-4d93-836f-97e14ec1f9ae
80770522-95d9-4726-b501-26924454ae71,2018-08-01 11:05:50.151637,2018-08-01 11:05:50.151638,694e05e7-3284-4eeb-a88f-3b50ee50f8ed,90857264-f804-46c8-89ee-ebdda95332cc
2550b786-b09e-4350-a4d7-6c2ceeabc524,2018-08-01 11:05:50.151672,2018-08-01 11:05:50.151673,694e05e7-3284-4eeb-a88f-3b50ee50f8ed,856b8002-9da7-4d93-836f-97e14ec1f9ae
7499b076-8507-41b9-b0aa-fc6fb4f4a3b6,2018-08-01 11:05:50.151804,2018-08-01 11:05:50.151805,8f8e27bf-799d-408d-8eec-ea11b05d2668,62ca721b-d639-44ff-9761-bbc4183727ee
5f8e526c-a0d9-4c9a-916e-9a83c94144ca,2018-08-01 11:05:50.152211,2018-08-01 11:05:50.152213,f09f36b9-12b1-4c88-bccb-017afa9bc3d8,1407c25b-40ec-4488-864f-d3c675b96282
