file_type_relate_id,created,last_modified,collection_id,file_type_id
5f678bb7-a083-4e9a-a852-aed8dddffe5e,2018-08-01 11:14:09.303354,2018-08-01 11:14:09.303356,34e6ffc2-8854-4047-9c3b-498bf10d032c,3f961385-f5cf-400f-b04b-2cb58bce4908
5cc4c414-02c6-4874-a38a-9d9f07696910,2018-08-01 11:14:09.303482,2018-08-01 11:14:09.303484,cafa0c1b-5586-49dc-8f6a-cf1fab93362a,3f961385-f5cf-400f-b04b-2cb58bce4908
4916f646-f790-438b-a2b2-14718bd93895,2018-08-01 11:14:09.303626,2018-08-01 11:14:09.303627,2407d7a6-c33a-4095-915d-ac464293ef50,3f961385-f5cf-400f-b04b-2cb58bce4908
1e687093-d319-4e9b-9687-608286671c52,2018-08-01 11:14:09.303739,2018-08-01 11:14:09.303741,9aba8b42-4a55-4687-95aa-5a7cf75c970a,3f961385-f5cf-400f-b04b-2cb58bce4908
aca78b8d-b9cd-4c33-8a86-0a8234de7bcd,2018-08-01 11:14:09.303838,2018-08-01 11:14:09.303840,50c2ade2-9fc4-4664-82dc-4f699b88d5ae,5fef469d-da26-4279-b2e9-094721af176c
2d2f8034-9f50-4696-961f-264694fcf139,2018-08-01 11:14:09.303939,2018-08-01 11:14:09.303941,10af3c75-0a13-49ab-97b2-c258204f0d57,5fef469d-da26-4279-b2e9-094721af176c
bedc418b-e0ec-4083-88f0-776186a01845,2018-08-01 11:14:09.304078,2018-08-01 11:14:09.304080,10f3ccad-c484-474a-a1ac-30d97d2a3239,5fef469d-da26-4279-b2e9-094721af176c
42e5528c-11a7-42ca-a086-ee53071ba5d0,2018-08-01 11:14:09.304178,2018-08-01 11:14:09.304179,7a398c54-a7b2-4f67-aa1f-666aebfdfc8f,60503dfb-e5a8-4017-8f78-757fb3d68ff6
766da92f-9b17-4b9f-a0af-4750a7a2e131,2018-08-01 11:14:09.304223,2018-08-01 11:14:09.304224,7a398c54-a7b2-4f67-aa1f-666aebfdfc8f,70124f34-80be-4774-8ffe-3ff966e09ac9
06903ed2-bdd9-403b-b3ce-5dd784d4a1a1,2018-08-01 11:14:09.304321,2018-08-01 11:14:09.304323,b6749a2d-9d94-4b37-af5b-9746c165fe46,5fef469d-da26-4279-b2e9-094721af176c
72225d4a-d41f-4a88-a75a-ec92d38d3223,2018-08-01 11:14:09.304366,2018-08-01 11:14:09.304367,b6749a2d-9d94-4b37-af5b-9746c165fe46,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
e8190835-f377-4cbb-b8a4-584f87ca2e6d,2018-08-01 11:14:09.304461,2018-08-01 11:14:09.304463,f692bfd4-4dea-4c8b-a14d-a5a73660c074,5fef469d-da26-4279-b2e9-094721af176c
9435d257-7aba-4910-a6af-a3bdd63aa249,2018-08-01 11:14:09.304556,2018-08-01 11:14:09.304557,025591d6-dabf-4242-ab6f-b4ec63f49992,4d67196a-da90-457d-a8f5-973ba2d37e73
23190cbb-0462-433b-8d36-fa32b4f1cc26,2018-08-01 11:14:09.304678,2018-08-01 11:14:09.304679,a50bd3f0-3a73-42f5-b617-ee683bd37f67,aab2ded2-843d-4852-b2d7-5d2979b2e085
dd2fd54d-a7d4-4149-adfc-87d6e7f25dc7,2018-08-01 11:14:09.304767,2018-08-01 11:14:09.304769,2308a36c-2acb-414a-a603-62e1986734c8,5fef469d-da26-4279-b2e9-094721af176c
155dd634-cb49-4048-a74b-995b3750f26b,2018-08-01 11:14:09.304860,2018-08-01 11:14:09.304862,46f82b17-62cc-4e01-8095-f72899ddcae0,17a5dcba-ff5e-4e81-8d3b-694096a125e9
c2f6f664-1c5d-445e-af63-d916925b5141,2018-08-01 11:14:09.304939,2018-08-01 11:14:09.304940,d4143336-8868-42d5-b2af-f463a38ca0dd,5fef469d-da26-4279-b2e9-094721af176c
753cc3f4-7699-4cf7-95b7-9bda31f90e8c,2018-08-01 11:14:09.304987,2018-08-01 11:14:09.304989,d4143336-8868-42d5-b2af-f463a38ca0dd,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
e3a2c35c-92fc-4220-a845-76b9b7cec0bc,2018-08-01 11:14:09.305028,2018-08-01 11:14:09.305029,d4143336-8868-42d5-b2af-f463a38ca0dd,f4adc6bc-7314-4848-87de-ced1361db873
5a9f07a7-0bb7-44e6-95c9-d73472c7e0d3,2018-08-01 11:14:09.305174,2018-08-01 11:14:09.305175,18c52542-dc6f-4a12-88b3-59ecc8e6d53d,3f961385-f5cf-400f-b04b-2cb58bce4908
49de595b-dc37-4932-be82-1f79e4ca66ba,2018-08-01 11:14:09.305273,2018-08-01 11:14:09.305275,828e2ac2-308b-4db5-9be1-17914f5e56d7,5fef469d-da26-4279-b2e9-094721af176c
51ff0854-6f2b-4dda-86d5-3537e90e5b97,2018-08-01 11:14:09.305380,2018-08-01 11:14:09.305381,eb61aa80-149f-4381-a9b9-4089a65408d7,60503dfb-e5a8-4017-8f78-757fb3d68ff6
ea81c317-0186-4ea9-984e-4cf2e7b0c60d,2018-08-01 11:14:09.305422,2018-08-01 11:14:09.305423,eb61aa80-149f-4381-a9b9-4089a65408d7,70124f34-80be-4774-8ffe-3ff966e09ac9
af9be7a0-b752-4cae-acf4-d3d97220d21d,2018-08-01 11:14:09.305509,2018-08-01 11:14:09.305510,bc61656d-dc23-4624-82fd-daeaef06a36e,5fef469d-da26-4279-b2e9-094721af176c
73b3c801-c81a-40ed-8f19-c90695d29eb4,2018-08-01 11:14:09.305627,2018-08-01 11:14:09.305629,a0ca4670-a7c5-46b0-86a3-02b493a2b495,5fef469d-da26-4279-b2e9-094721af176c
aafb5d12-50b1-494b-b398-53b335914d59,2018-08-01 11:14:09.305715,2018-08-01 11:14:09.305717,7ac77b5e-6127-4db4-8499-fa3020f37ab5,70124f34-80be-4774-8ffe-3ff966e09ac9
307caa43-0e2d-4fa4-864b-8f7d98506992,2018-08-01 11:14:09.305810,2018-08-01 11:14:09.305811,85d8fb09-cc72-442f-9b44-287ed8079dbc,60503dfb-e5a8-4017-8f78-757fb3d68ff6
f7352cf3-9c49-4e88-80f2-3300d096b15d,2018-08-01 11:14:09.305852,2018-08-01 11:14:09.305853,85d8fb09-cc72-442f-9b44-287ed8079dbc,4d67196a-da90-457d-a8f5-973ba2d37e73
b4435705-4512-401f-b608-79e4cc8c3e01,2018-08-01 11:14:09.305938,2018-08-01 11:14:09.305940,837f9c46-0a41-4c59-99f9-cdda4ad4c9f1,60503dfb-e5a8-4017-8f78-757fb3d68ff6
365869ba-cd70-4a85-a196-91a4b83744fd,2018-08-01 11:14:09.305979,2018-08-01 11:14:09.305980,837f9c46-0a41-4c59-99f9-cdda4ad4c9f1,70124f34-80be-4774-8ffe-3ff966e09ac9
b2c2c2ec-3533-406d-86d9-825497c6b9f1,2018-08-01 11:14:09.306087,2018-08-01 11:14:09.306088,74e51b5d-a77f-42e6-b6ee-9826101afb59,67651c42-fadc-49c5-aa5a-ea62566c8974
ac8beada-2a6a-43b8-8634-72c4fffe93e1,2018-08-01 11:14:09.306179,2018-08-01 11:14:09.306180,466e48ab-0d43-4593-a8b1-27a6021293fe,5fef469d-da26-4279-b2e9-094721af176c
d2fe57d1-7e0b-4e6b-bda8-813de6ca7874,2018-08-01 11:14:09.306282,2018-08-01 11:14:09.306284,7684fbd6-fd02-49a2-abfd-1525cbb1f572,aab2ded2-843d-4852-b2d7-5d2979b2e085
0d2a558a-cd06-4cce-85b4-adfff63839de,2018-08-01 11:14:09.306379,2018-08-01 11:14:09.306380,ccca3364-5df8-45ce-aac6-a429cafc9c65,4d67196a-da90-457d-a8f5-973ba2d37e73
02fa8b7c-aa21-4410-8c34-8fc0851ec44d,2018-08-01 11:14:09.306457,2018-08-01 11:14:09.306459,11aef507-0ce2-40aa-a381-aad25c0cda3c,5fef469d-da26-4279-b2e9-094721af176c
679d9eae-2337-4668-824e-787c3baee859,2018-08-01 11:14:09.306499,2018-08-01 11:14:09.306500,11aef507-0ce2-40aa-a381-aad25c0cda3c,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
3877bc1b-001e-473b-ab91-1fa4677228a1,2018-08-01 11:14:09.306610,2018-08-01 11:14:09.306612,d4c33e51-6871-4395-8eb1-3c752bb51221,60503dfb-e5a8-4017-8f78-757fb3d68ff6
439adf56-7be1-4a8e-b26a-8010f92c5173,2018-08-01 11:14:09.306652,2018-08-01 11:14:09.306653,d4c33e51-6871-4395-8eb1-3c752bb51221,70124f34-80be-4774-8ffe-3ff966e09ac9
0c2a7b49-ee1a-42d8-9749-2c679a53defe,2018-08-01 11:14:09.306749,2018-08-01 11:14:09.306750,d9f379cf-218a-4e0f-9578-e2d82b82b156,4d67196a-da90-457d-a8f5-973ba2d37e73
a8dd8aa4-731f-42e1-bbab-cd3016d7a89f,2018-08-01 11:14:09.306841,2018-08-01 11:14:09.306843,a665d1fe-47f4-497c-b467-bb1535a02c9d,60503dfb-e5a8-4017-8f78-757fb3d68ff6
35fdcb93-bedc-42d8-b111-8faace8e2d9d,2018-08-01 11:14:09.306882,2018-08-01 11:14:09.306884,a665d1fe-47f4-497c-b467-bb1535a02c9d,70124f34-80be-4774-8ffe-3ff966e09ac9
00cadac9-2883-402f-a0ba-6d86c3ae8c0b,2018-08-01 11:14:09.306996,2018-08-01 11:14:09.306997,1baff523-b18d-46b8-81bb-c8153edc8a92,5fef469d-da26-4279-b2e9-094721af176c
40672a91-1db1-4a51-baae-ec96d9a685a4,2018-08-01 11:14:09.307038,2018-08-01 11:14:09.307040,1baff523-b18d-46b8-81bb-c8153edc8a92,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
9bb4b292-010f-4b7b-9bb7-52076948daf4,2018-08-01 11:14:09.307078,2018-08-01 11:14:09.307080,1baff523-b18d-46b8-81bb-c8153edc8a92,f4adc6bc-7314-4848-87de-ced1361db873
a7ced54b-0cf0-4df8-9e37-61d743be2823,2018-08-01 11:14:09.307168,2018-08-01 11:14:09.307169,bf44d22e-8606-466c-8f32-b9561da2ace8,17a5dcba-ff5e-4e81-8d3b-694096a125e9
59eecc8b-7747-4faf-a324-f93224068777,2018-08-01 11:14:09.307274,2018-08-01 11:14:09.307275,39ca6940-f55e-4f09-acd1-58db7d56e2af,17a5dcba-ff5e-4e81-8d3b-694096a125e9
cf9764d6-95eb-408f-9ef0-fe824ef01e67,2018-08-01 11:14:09.307369,2018-08-01 11:14:09.307371,6b865af5-7a43-4170-bc02-fc9a542865d5,17a5dcba-ff5e-4e81-8d3b-694096a125e9
ffafc7fd-0606-4386-b3fc-ddbe578b9cff,2018-08-01 11:14:09.307461,2018-08-01 11:14:09.307463,a8396e23-0cb6-4d96-8c09-d9d62fd19bf2,5fef469d-da26-4279-b2e9-094721af176c
57f96ae6-a1c2-44fb-a207-c57202617949,2018-08-01 11:14:09.307586,2018-08-01 11:14:09.307587,a40c2ff9-ccac-4c76-99a1-2382c09cf716,60503dfb-e5a8-4017-8f78-757fb3d68ff6
8e839b10-7282-400f-bc7f-01269b7a40a9,2018-08-01 11:14:09.307670,2018-08-01 11:14:09.307671,a40c2ff9-ccac-4c76-99a1-2382c09cf716,70124f34-80be-4774-8ffe-3ff966e09ac9
54cba213-0e2f-4a89-b8b3-d31305725f3e,2018-08-01 11:14:09.307792,2018-08-01 11:14:09.307793,6a825941-a80b-4a61-a2b2-1da205f2f28b,3f961385-f5cf-400f-b04b-2cb58bce4908
090de11a-4ed5-417e-8d91-b751a2bc640e,2018-08-01 11:14:09.307917,2018-08-01 11:14:09.307918,27f30e8a-115a-4ad5-ace1-5e2aa4a53a70,3f961385-f5cf-400f-b04b-2cb58bce4908
1b8aa190-ca4b-4cdb-b2d4-063ffd4432e1,2018-08-01 11:14:09.308003,2018-08-01 11:14:09.308004,e28d8df6-cd30-4e89-bf0f-833e1ed0e670,4d67196a-da90-457d-a8f5-973ba2d37e73
