file_type_relate_id,created,last_modified,collection_id,file_type_id
b3e327ff-c929-451e-a220-f79d34c47a62,2018-08-01 11:14:09.308044,2018-08-01 11:14:09.308046,e28d8df6-cd30-4e89-bf0f-833e1ed0e670,75f52f41-82c4-41ad-8ab4-617a72745440
715cb45a-e1c1-46bb-840c-c48c889e8507,2018-08-01 11:14:09.308157,2018-08-01 11:14:09.308158,6b475ef7-51e7-4e15-b652-4e942eafa85f,3f961385-f5cf-400f-b04b-2cb58bce4908
9f0bf3d0-7e84-40ef-ac5d-9454be74cfd9,2018-08-01 11:14:09.308233,2018-08-01 11:14:09.308234,b7fd472a-6977-40cf-8ff2-6bb529275a97,5fef469d-da26-4279-b2e9-094721af176c
e86b7725-0226-48ad-a183-1f4f41915c15,2018-08-01 11:14:09.308283,2018-08-01 11:14:09.308285,b7fd472a-6977-40cf-8ff2-6bb529275a97,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
c688cc53-ce8f-47ea-95d4-bbb1868377b5,2018-08-01 11:14:09.308336,2018-08-01 11:14:09.308337,b7fd472a-6977-40cf-8ff2-6bb529275a97,f4adc6bc-7314-4848-87de-ced1361db873
a59a09ac-705a-44ef-bff3-f0b1be5d77c4,2018-08-01 11:14:09.308463,2018-08-01 11:14:09.308464,f64af3dc-938b-4c49-a642-31abe902fece,aa6fadda-afc7-4963-b0d1-f0c71c470e34
62b7cf01-799d-4c68-9634-5b8ad593327d,2018-08-01 11:14:09.308555,2018-08-01 11:14:09.308556,38f98cad-be45-4f14-9f02-d5a119f7a134,60503dfb-e5a8-4017-8f78-757fb3d68ff6
6c427902-1edc-443e-879a-8be36d18d15c,2018-08-01 11:14:09.308596,2018-08-01 11:14:09.308597,38f98cad-be45-4f14-9f02-d5a119f7a134,70124f34-80be-4774-8ffe-3ff966e09ac9
272cc95a-795c-4979-aa1e-1658617ffc7d,2018-08-01 11:14:09.308696,2018-08-01 11:14:09.308697,3dae45f8-5e54-408d-a522-a18e98fb22c9,60503dfb-e5a8-4017-8f78-757fb3d68ff6
aa8e935f-b471-4654-b769-7f78f79a453d,2018-08-01 11:14:09.308737,2018-08-01 11:14:09.308738,3dae45f8-5e54-408d-a522-a18e98fb22c9,4d67196a-da90-457d-a8f5-973ba2d37e73
e9cc3471-6a1f-47a9-a65e-3aa9f474e895,2018-08-01 11:14:09.308859,2018-08-01 11:14:09.308860,5bb84939-a204-436c-80a7-ceb96a06f852,5fef469d-da26-4279-b2e9-094721af176c
10de90b6-b06f-408f-905b-bd4b925cb3c8,2018-08-01 11:14:09.308943,2018-08-01 11:14:09.308944,dfe990f8-7033-4bbc-8b22-07fde896cdd0,5fef469d-da26-4279-b2e9-094721af176c
75fe7f41-3e5a-42fe-9173-d8f167f18bc2,2018-08-01 11:14:09.308984,2018-08-01 11:14:09.308985,dfe990f8-7033-4bbc-8b22-07fde896cdd0,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
22cc6d60-8019-4471-beea-c00d8b8601e1,2018-08-01 11:14:09.309024,2018-08-01 11:14:09.309025,dfe990f8-7033-4bbc-8b22-07fde896cdd0,f4adc6bc-7314-4848-87de-ced1361db873
34392995-c9ef-4bfe-a3d0-0439225b9200,2018-08-01 11:14:09.309120,2018-08-01 11:14:09.309122,0b6b75dc-c163-4199-a045-b2e5350c75df,aab2ded2-843d-4852-b2d7-5d2979b2e085
bad58756-d998-4a18-8129-b7d174fdd43f,2018-08-01 11:14:09.309206,2018-08-01 11:14:09.309208,8f6f47ec-164b-4a81-9545-3c6414caeea9,60503dfb-e5a8-4017-8f78-757fb3d68ff6
e6485261-0cc6-4980-b64f-744ab54d7cf2,2018-08-01 11:14:09.309316,2018-08-01 11:14:09.309317,dd22dbd6-ae96-4ab3-b84e-2bf6b6f2d1c7,5fef469d-da26-4279-b2e9-094721af176c
c02b300d-9ede-456d-827a-aa1bac47471f,2018-08-01 11:14:09.309358,2018-08-01 11:14:09.309360,dd22dbd6-ae96-4ab3-b84e-2bf6b6f2d1c7,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
bb4e254c-b5cc-4245-8389-10811ef05b4c,2018-08-01 11:14:09.309398,2018-08-01 11:14:09.309400,dd22dbd6-ae96-4ab3-b84e-2bf6b6f2d1c7,f4adc6bc-7314-4848-87de-ced1361db873
aba3ea70-8401-406b-ad99-2f137571fc3c,2018-08-01 11:14:09.309524,2018-08-01 11:14:09.309525,8ea19b45-7a66-4e95-9833-f9e89611d106,3f961385-f5cf-400f-b04b-2cb58bce4908
52575af6-d631-4d4e-9d4d-e83fa7ca0b48,2018-08-01 11:14:09.309608,2018-08-01 11:14:09.309609,a7d09cf8-7cc3-4370-952d-fd52cd865676,5fef469d-da26-4279-b2e9-094721af176c
26c7c800-6352-48bb-b25b-17d4221c0f9d,2018-08-01 11:14:09.309649,2018-08-01 11:14:09.309651,a7d09cf8-7cc3-4370-952d-fd52cd865676,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
411c5060-fe44-4979-941e-928eecc59c27,2018-08-01 11:14:09.309757,2018-08-01 11:14:09.309758,7bc5f57d-f679-454f-8fd3-bdffc8d54272,3f961385-f5cf-400f-b04b-2cb58bce4908
34f72b17-27f9-4234-84e9-123830a963e5,2018-08-01 11:14:09.309884,2018-08-01 11:14:09.309885,bfb21c12-a2e9-4f00-b1e9-3ad71f15f2f6,70124f34-80be-4774-8ffe-3ff966e09ac9
f3f7a514-927a-4b4f-8e20-0f046940cc46,2018-08-01 11:14:09.309972,2018-08-01 11:14:09.309973,dcb83233-2202-4aba-8e57-490c87cf0f28,5fef469d-da26-4279-b2e9-094721af176c
264e7db5-0bfe-4f09-8e27-1957e1488056,2018-08-01 11:14:09.310013,2018-08-01 11:14:09.310014,dcb83233-2202-4aba-8e57-490c87cf0f28,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
c677050d-cac0-4008-b740-2196d9a76b45,2018-08-01 11:14:09.310053,2018-08-01 11:14:09.310054,dcb83233-2202-4aba-8e57-490c87cf0f28,f4adc6bc-7314-4848-87de-ced1361db873
a7ac9890-eb73-46eb-9118-01548b231e56,2018-08-01 11:14:09.310149,2018-08-01 11:14:09.310151,d1fde7dc-0b57-4357-b476-8e7f85d75c1b,70124f34-80be-4774-8ffe-3ff966e09ac9
36afc6f6-c026-4cac-9d8d-26761a1ed736,2018-08-01 11:14:09.310236,2018-08-01 11:14:09.310237,8375995a-0423-488c-9e3b-5bf76cdccf8f,70124f34-80be-4774-8ffe-3ff966e09ac9
8d6c404c-fe58-4a9a-8f53-db273314345c,2018-08-01 11:14:09.310379,2018-08-01 11:14:09.310380,1b7cf97b-1e2f-4a90-935e-982e7aa59e0e,4d67196a-da90-457d-a8f5-973ba2d37e73
c19ab573-ce32-43e0-85ff-61b7d22b289b,2018-08-01 11:14:09.310472,2018-08-01 11:14:09.310473,cc3d69fa-c8e2-4395-8956-58d035888894,5fef469d-da26-4279-b2e9-094721af176c
96dc0c34-85c6-46d3-9e26-9ce9ec89d2a3,2018-08-01 11:14:09.310577,2018-08-01 11:14:09.310578,4bd279fc-e358-4cdb-abc0-4e34516b21d3,3f961385-f5cf-400f-b04b-2cb58bce4908
23c6f436-7907-480b-a5d8-0080e2428a34,2018-08-01 11:14:09.310706,2018-08-01 11:14:09.310707,d9ce5448-30a5-46cf-a246-55ba7c8304f0,3f961385-f5cf-400f-b04b-2cb58bce4908
5b92d764-4e94-40f1-aafd-57d39fa2d26d,2018-08-01 11:14:09.310803,2018-08-01 11:14:09.310805,c04085c5-1e1d-43b8-ac4a-6a281fc16317,4d67196a-da90-457d-a8f5-973ba2d37e73
5c6afa1c-a903-4d93-b7cb-d42a9863deae,2018-08-01 11:14:09.310902,2018-08-01 11:14:09.310903,e334f6b6-8440-43c4-8b2c-17fc713d315c,60503dfb-e5a8-4017-8f78-757fb3d68ff6
20632df9-7b26-4589-80bb-0857b503ed2f,2018-08-01 11:14:09.310943,2018-08-01 11:14:09.310944,e334f6b6-8440-43c4-8b2c-17fc713d315c,70124f34-80be-4774-8ffe-3ff966e09ac9
d77f5ca2-2b62-4098-93b7-1cca62cd94fb,2018-08-01 11:14:09.311078,2018-08-01 11:14:09.311080,0549d3ba-3f72-4710-b26c-28c65df9c70d,3f961385-f5cf-400f-b04b-2cb58bce4908
126190b6-ddd9-4ee4-a0e0-244306218fcd,2018-08-01 11:14:09.311157,2018-08-01 11:14:09.311158,4dd0d9d0-29c0-4b42-a129-430f653eb8b2,5fef469d-da26-4279-b2e9-094721af176c
974f282f-1d26-4106-8697-f0103ea2ae93,2018-08-01 11:14:09.311198,2018-08-01 11:14:09.311200,4dd0d9d0-29c0-4b42-a129-430f653eb8b2,60503dfb-e5a8-4017-8f78-757fb3d68ff6
79e98908-d2fd-42c2-8cf2-e1e7a9231524,2018-08-01 11:14:09.311290,2018-08-01 11:14:09.311292,6581cda0-0c25-41e7-8e65-861aaea58571,5fef469d-da26-4279-b2e9-094721af176c
ee485490-4089-44a6-ad95-e8aa105ffbc9,2018-08-01 11:14:09.311389,2018-08-01 11:14:09.311390,e8f9fe46-e21d-4d62-9637-1e386f6e8b78,5fef469d-da26-4279-b2e9-094721af176c
a0b28896-3833-4a51-b493-c6d8b77a8b79,2018-08-01 11:14:09.311515,2018-08-01 11:14:09.311516,73fcedd4-2cfb-46af-83f0-302fae56edaa,3f961385-f5cf-400f-b04b-2cb58bce4908
a5b9b2ef-f787-4865-98d7-5b9662c3f5b8,2018-08-01 11:14:09.311611,2018-08-01 11:14:09.311612,9e79c338-3801-498d-b6bf-fd1f3bd785f9,5fef469d-da26-4279-b2e9-094721af176c
d8bd905f-e4a2-4c18-96df-9468849c71da,2018-08-01 11:14:09.311653,2018-08-01 11:14:09.311654,9e79c338-3801-498d-b6bf-fd1f3bd785f9,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
748538a4-1d06-41bb-928c-723a473aaa78,2018-08-01 11:14:09.311692,2018-08-01 11:14:09.311694,9e79c338-3801-498d-b6bf-fd1f3bd785f9,f4adc6bc-7314-4848-87de-ced1361db873
c5fe4523-95d0-448b-9fa8-1cf4539d526e,2018-08-01 11:14:09.311777,2018-08-01 11:14:09.311778,67cd14e5-f197-4186-8852-58a93bd96714,5fef469d-da26-4279-b2e9-094721af176c
0cfda07e-3d62-478c-9219-0c2fe2cbe9d4,2018-08-01 11:14:09.311846,2018-08-01 11:14:09.311847,67cd14e5-f197-4186-8852-58a93bd96714,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
11d87c72-97ab-4b79-a9a3-d9a493d3897b,2018-08-01 11:14:09.311975,2018-08-01 11:14:09.311976,6405ede8-8b03-411f-9544-cd6b3f6fe7fc,3f961385-f5cf-400f-b04b-2cb58bce4908
fc7c4005-1a19-48b7-80d7-657f6fdda8f8,2018-08-01 11:14:09.312061,2018-08-01 11:14:09.312062,49248d7d-e313-46a8-82ec-88c200b10c55,5fef469d-da26-4279-b2e9-094721af176c
7bf1738f-44c9-44ce-a3ca-aee642cffbd1,2018-08-01 11:14:09.312110,2018-08-01 11:14:09.312112,49248d7d-e313-46a8-82ec-88c200b10c55,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
b64e9687-8bba-4c76-89e4-7e1cd3050b27,2018-08-01 11:14:09.312172,2018-08-01 11:14:09.312173,49248d7d-e313-46a8-82ec-88c200b10c55,f4adc6bc-7314-4848-87de-ced1361db873
821ceb3d-a5e4-4bcc-ba7b-2d5f86f6acb4,2018-08-01 11:14:09.312260,2018-08-01 11:14:09.312261,20ec43fd-c276-4410-9ab9-e5dc62ff1e83,60503dfb-e5a8-4017-8f78-757fb3d68ff6
b71f9796-9432-4479-9890-c44506ae561a,2018-08-01 11:14:09.312356,2018-08-01 11:14:09.312358,cd058f80-7db5-4e5c-8d58-c047598daca2,5fef469d-da26-4279-b2e9-094721af176c
d0e9b408-49fa-4fa9-959c-8cb4413d680f,2018-08-01 11:14:09.312433,2018-08-01 11:14:09.312435,0f903467-f56a-441e-a82a-4614d177552e,5fef469d-da26-4279-b2e9-094721af176c
278f2983-946b-491d-b84e-46a891c00ed7,2018-08-01 11:14:09.312537,2018-08-01 11:14:09.312538,d916d57a-9553-4f54-8100-fc9acb8671ac,5fef469d-da26-4279-b2e9-094721af176c
f770f0ef-ae3b-4d4b-8b88-ab5fa543bbe4,2018-08-01 11:14:09.312631,2018-08-01 11:14:09.312632,ac2a7fe9-f778-4716-899f-550adc7afa15,3f961385-f5cf-400f-b04b-2cb58bce4908
a28bfd79-85f5-4449-aacd-5a3eb635f46f,2018-08-01 11:14:09.312715,2018-08-01 11:14:09.312716,9e508f50-ced4-4f37-9ec9-18fe2e1ff9b8,4d67196a-da90-457d-a8f5-973ba2d37e73
8e82127f-c3c4-49ad-bee7-9d46832433bd,2018-08-01 11:14:09.312801,2018-08-01 11:14:09.312802,8cb0dea3-72c1-4e77-b57b-151b10b07136,60503dfb-e5a8-4017-8f78-757fb3d68ff6
9421f394-9c37-4592-9013-61700bf10a5d,2018-08-01 11:14:09.312837,2018-08-01 11:14:09.312838,8cb0dea3-72c1-4e77-b57b-151b10b07136,70124f34-80be-4774-8ffe-3ff966e09ac9
3bff1bd5-2473-4afe-a698-90088e2e00b4,2018-08-01 11:14:09.312945,2018-08-01 11:14:09.312946,3110404a-bdf9-491c-b272-cca7bea69ec8,60503dfb-e5a8-4017-8f78-757fb3d68ff6
3333604d-476d-42c7-ac02-f360f6ce6d2b,2018-08-01 11:14:09.313033,2018-08-01 11:14:09.313034,28f3ddd4-c6e8-4124-bc16-029a7dbe96e5,70124f34-80be-4774-8ffe-3ff966e09ac9
870c002e-b308-44f2-9613-0a3b5f037339,2018-08-01 11:14:09.313130,2018-08-01 11:14:09.313131,812c6179-28d7-4829-b99e-ae15d4a7cf5b,3f961385-f5cf-400f-b04b-2cb58bce4908
1ea6c28f-732e-4558-9151-4be1d6070c43,2018-08-01 11:14:09.313227,2018-08-01 11:14:09.313229,3fc52286-c6af-40b8-949c-59f2eafdd389,5fef469d-da26-4279-b2e9-094721af176c
80261d9e-4f47-47e4-9229-ffd305bb3ea4,2018-08-01 11:14:09.313273,2018-08-01 11:14:09.313275,3fc52286-c6af-40b8-949c-59f2eafdd389,08a67ef8-cbea-4b6f-a4ad-e58334290fbe
a3f620dd-9276-4118-a66b-77f139d55c4d,2018-08-01 11:14:09.313373,2018-08-01 11:14:09.313374,e8a9bba2-b219-47a7-be04-ff6493363c27,60503dfb-e5a8-4017-8f78-757fb3d68ff6
efe17c04-f2ec-4863-9a78-0ba2617482de,2018-08-01 11:14:09.313409,2018-08-01 11:14:09.313410,e8a9bba2-b219-47a7-be04-ff6493363c27,70124f34-80be-4774-8ffe-3ff966e09ac9
6ef2088c-b86d-4fbe-a29c-9bec70e6a014,2018-08-01 11:14:09.313495,2018-08-01 11:14:09.313497,d9de42ae-9f53-43ed-a925-93c7c38237fc,60503dfb-e5a8-4017-8f78-757fb3d68ff6
61b70684-e171-4f95-bc9c-7421389c8f01,2018-08-01 11:14:09.313614,2018-08-01 11:14:09.313616,fda08eb6-8daa-4daf-bfec-0fb0891cb732,3f961385-f5cf-400f-b04b-2cb58bce4908
693b50d4-e80e-4e70-9787-56a1005b00d4,2018-08-01 11:14:09.313704,2018-08-01 11:14:09.313705,0f0d35ea-9593-49ff-a03b-12fa2ca4fee4,60503dfb-e5a8-4017-8f78-757fb3d68ff6
222705ec-aeef-4682-9267-86f3d525b11c,2018-08-01 11:14:09.313797,2018-08-01 11:14:09.313798,df508fc6-c18a-4044-b0f7-35f3b9f64c02,60503dfb-e5a8-4017-8f78-757fb3d68ff6
184eaeb2-5b1a-4860-88a0-e3cbc8c43b6f,2018-08-01 11:14:09.313833,2018-08-01 11:14:09.313834,df508fc6-c18a-4044-b0f7-35f3b9f64c02,4d67196a-da90-457d-a8f5-973ba2d37e73
