"license_type_id","license_abbreviation","license_name","license_url","created","last_modified"
"593a35c8-9527-4e32-a3bf-c59c56173dd9","CC0","Public Domain (Creative Commons CC0)","https://creativecommons.org/publicdomain/zero/1.0/","2018-07-25 12:48:11.813+00","2018-07-25 12:48:11.813+00"
